listing_id,name,host_id,host_name,district_eng,latitude,longitude,room_type,price,district_tr
12802682,"Awesome view, nice and comfy room",69756516,Nancy,Beyoglu,41.03865,28.98743,Private room,127,Beyoğlu
12803426,Vintage home sea view 24/7 security,9401181,Kaan,Kadikoy,41.00349,29.04547,Private room,133,Kadıköy
12805730,Private room (Kurtuluş/İstanbul),69792132,Sefa,Sisli,41.0457,28.9814,Private room,133,Şişli
12806395,"Central, cosy 2+1 Flat with view",69799092,Oz,Uskudar,41.028420000000004,29.01988,Entire home/apt,151,Üsküdar
12807968,House with a garden in city center,69814799,Eren,Kadikoy,40.98455,29.027009999999997,Private room,133,Kadıköy
12812583,Safe and quiet environment,1290594,Orhan,Bagcilar,41.043490000000006,28.82075,Shared room,181,Bağcılar
12818855,Standart Room,69919786,Nisantasi Exclusive Suites,Sisli,41.050940000000004,28.992440000000002,Private room,768,Şişli
12819102,Deluxe Room at Nisantasi exclusive suites,69919786,Nisantasi Exclusive Suites,Sisli,41.04951,28.992109999999997,Private room,1016,Şişli
12819573,2 Room Siesta-Family Apartment with Sea view,67774399,Ufuk,Fatih,41.0019,28.97242,Private room,532,Fatih
12819629,Junior Suite at Nisantasi Exclusive Suites,69919786,Nisantasi Exclusive Suites,Sisli,41.051120000000004,28.993190000000002,Entire home/apt,1421,Şişli
12819929,Family Suite at Nisantasi Exclusive Suites,69919786,Nisantasi Exclusive Suites,Sisli,41.0496,28.993290000000002,Entire home/apt,1893,Şişli
12820641,5 Star Room,37934114,Anass,Umraniye,41.02102,29.090120000000002,Private room,151,Ümraniye
12822486,Nice and cosy Apartment,2095407,Berkay,Sisli,41.10483,28.98648,Entire home/apt,351,Şişli
12850142,Cosy room at Taksim,16874930,Şahan,Beyoglu,41.03613,28.97553,Private room,181,Beyoğlu
12852022,"bright, spacious room in kadıköy",63704597,Zeynep,Kadikoy,40.996390000000005,29.02634,Private room,48,Kadıköy
12857841,Blue Mosque Special Apartment!,70277619,Ramazan,Fatih,41.00493,28.97362,Entire home/apt,865,Fatih
12858818,kadıköy dublex closer erasmus,65036361,Nadide,Kadikoy,41.00262,29.0306,Private room,79,Kadıköy
12860350,BLUE HOME central location!,59188333,Hicrethan,Beyoglu,41.0306,28.98139,Private room,121,Beyoğlu
12864915,A Room in the Center of Istanbul.,62146676,Özkan,Fatih,41.00657,28.943790000000003,Private room,133,Fatih
12867175,Cute home near Atatürk Airport!,68862733,Rafet,Kucukcekmece,41.03679,28.76544,Entire home/apt,260,Küçükçekmece
12878022,Bagdat caddesi yakınında,70454969,Omer Salih,Kadikoy,40.9748,29.0709,Entire home/apt,605,Kadıköy
12879048,90sqm Two Bedroom Apt.8 in Cihangir,6735146,Noa Luxury Apartments,Beyoglu,41.02908,28.982390000000002,Entire home/apt,574,Beyoğlu
12879840,Cosy room at Osmanbey *Close Taksim,16874930,Şahan,Sisli,41.058479999999996,28.98178,Private room,169,Şişli
12880826,Neverland Hostel,70476624,Neverland,Beyoglu,41.02964,28.97992,Shared room,60,Beyoğlu
12881899,Great location in istanbul,70482972,Can,Kadikoy,40.99765,29.03718,Private room,157,Kadıköy
12885968,best view of istanbul in calm place,38275709,Farshid,Sariyer,41.12303,29.0671,Entire home/apt,121,Sarıyer
12887336,istiklal e 5 dk oda arkadasi ;),70535376,Burak,Beyoglu,41.03195,28.97082,Private room,550,Beyoğlu
12889319,home,47579953,Kemal,Kadikoy,40.9939,29.03163,Private room,73,Kadıköy
12894011,Luxury Serviced 1 Bedroom  Flat in Beşiktaş,65733176,Tugba,Besiktas,41.05945,29.0026,Private room,248,Beşiktaş
12894215,Corpus Suites Old Istanbul,70607523,Mustafa,Fatih,41.01393,28.976259999999996,Private room,937,Fatih
12894420,Triple Room,70607523,Mustafa,Fatih,41.01392,28.975509999999996,Private room,1216,Fatih
12894507,Quadruple room,70607523,Mustafa,Fatih,41.01259,28.97658,Private room,1584,Fatih
12895701,* Sultan's Inn - Pretty room in Sultanahmet,21907588,Alihan,Fatih,41.00228,28.97402,Private room,151,Fatih
12895982,The Safe Room For You Cirrus Tomtom,70622483,Ahmet,Beyoglu,41.03165,28.977759999999996,Entire home/apt,103,Beyoğlu
12896435,* Room Taste of Real İstanbul,21907588,Alihan,Fatih,41.00353,28.97325,Private room,169,Fatih
12896533,Flat 2minutes from istiklal street,7145579,Fulya,Beyoglu,41.035920000000004,28.98763,Entire home/apt,60,Beyoğlu
12896816,Stunning views ! Terrace apart. near Galata Tower.,17285567,Deniz And Marco,Beyoglu,41.02408,28.9758,Entire home/apt,538,Beyoğlu
12898012,Kadıköy'de şirin bir oda,70640430,Handan,Kadikoy,40.98506,29.02747,Private room,91,Kadıköy
12906579,charming studio nearby Kadıköy,15429200,Eray,Maltepe,40.94324,29.1246,Entire home/apt,169,Maltepe
12910727,Cosy and sunny room with balcony close to Taksim,37642796,Can,Sisli,41.04603,28.983990000000002,Private room,133,Şişli
12910745,Convenient public transport and central in KADIKÖY,70772839,Deniz,Kadikoy,40.96581,29.09027,Private room,133,Kadıköy
12913814,Private Studio Flat at Taksim,18936021,Ergun,Beyoglu,41.03665,28.982740000000003,Entire home/apt,200,Beyoğlu
12913909,NEW & BEATIFUL @the HEART of TAKSIM,2057739,Mehmet,Beyoglu,41.03564,28.97969,Entire home/apt,447,Beyoğlu
12926298,Cosy Room at Summerhouse,24159365,Burcu,Adalar,40.875859999999996,29.09954,Private room,121,Adalar
12935223,* Super Room with Private Bath,21907588,Alihan,Fatih,41.00251,28.974790000000002,Private room,169,Fatih
12937111,"Nice,clean,central just 10 min.walk Taxim square",21444246,Aron,Beyoglu,41.03582,28.976129999999998,Entire home/apt,79,Beyoğlu
12937832,* Nice Room in Old City,21907588,Alihan,Fatih,41.00431,28.97467,Private room,151,Fatih
12938732,* Twin bed - All you need is comfort**,21907588,Alihan,Fatih,41.00237,28.97468,Private room,151,Fatih
12942991,Comfortable&Stylish Terrace in Beyoglu,11985858,İlkyaz,Beyoglu,41.03303,28.97699,Entire home/apt,272,Beyoğlu
12943366,A colorful new apartment,11038868,Dilara,Sisli,41.07227,29.003890000000002,Private room,115,Şişli
12943411,Nice room at perfect location,23698381,Can,Sisli,41.071000000000005,29.00688,Private room,91,Şişli
12943517,COSY AND LARGE ROOM(20m2) IN THE HEART OF BESIKTAS,71104244,Semih,Besiktas,41.04837,29.0002,Private room,48,Beşiktaş
12949764,Modern bi dairede mükemmel manzara,39256963,Ünal,Sariyer,41.16826,29.02798,Shared room,60,Sarıyer
12950299,Chic and Comfy Flat in Etiler,18640650,Banu,Besiktas,41.0738,29.032559999999997,Entire home/apt,508,Beşiktaş
12952800,Fatih's,71171795,Fatih,Fatih,41.02386,28.93165,Private room,230,Fatih
12953237,Amiral Suite,71176725,Metin,Fatih,41.00594,28.981170000000002,Private room,726,Fatih
12954471,Istanbul Sisli 20th floor residence,57131230,Taha,Sisli,41.05664,28.9776,Shared room,127,Şişli
12958160,** Fantastic  sea view room *,21907588,Alihan,Fatih,41.00362,28.973029999999998,Private room,206,Fatih
12958770,** The best location and hospitality2,21907588,Alihan,Fatih,41.00378,28.974990000000002,Private room,169,Fatih
12958990,*** Naz Wooden Amazing Room in The Old City,21907588,Alihan,Fatih,41.00274,28.97956,Private room,133,Fatih
12960244,* All historical places are walking distance,21907588,Alihan,Fatih,41.0025,28.97457,Private room,151,Fatih
12960654,Moda kadiköy is the best location,71257967,Banan,Kadikoy,40.98588,29.02504,Private room,302,Kadıköy
12961240,Comfort and Convenience @Maslak,3845585,B&B,Sisli,41.11055,29.01769,Entire home/apt,665,Şişli
12965811,İstanbul’da yaşayın/vivre à İstanbul,39850705,Ayfer,Maltepe,40.918859999999995,29.132990000000003,Entire home/apt,272,Maltepe
12978520,"Nice room w/ balcony & view, next to Galata Tower",19816409,Nesrin,Beyoglu,41.02747,28.97646,Private room,333,Beyoğlu
12980255,Bahçe Katı,71462080,Suhendan,Sariyer,41.174,29.04738,Private room,907,Sarıyer
12981234,İstanbul/Levent,70402917,Tugay,Atasehir,40.99686,29.093709999999998,Entire home/apt,441,Ataşehir
12983729,Cozy rooms near Fener Patrichate,67496656,TC Sitare,Fatih,41.02905,28.94987,Private room,187,Fatih
12984691,Real Istanbul,2231981,Adar,Beyoglu,41.03329,28.99101,Entire home/apt,871,Beyoğlu
12985666,Historical apartments in Istanbul,65353350,Ayman,Beyoglu,41.03672,28.97355,Entire home/apt,157,Beyoğlu
12987665,Shared room with Bosphorus,36446507,Emrah,Sariyer,41.08985,29.05498,Private room,121,Sarıyer
12992372,4 Levent 2+1 Dubleks daire,24098049,Halil,Kagithane,41.08398,29.004579999999997,Entire home/apt,454,Kağıthane
12993641,"Vintage Flat with Balcony, Central",46278973,Betül,Beyoglu,41.02535,28.97271,Entire home/apt,302,Beyoğlu
12996367,(4)Private Room IN OLD CITY SULTANAHMET,64956002,Faruk,Fatih,41.00464,28.970979999999997,Private room,169,Fatih
12996415,4 LEVENT Studio apartment,24098049,Halil,Sisli,41.0839,29.00514,Entire home/apt,242,Şişli
12996566,4 Levent metroside studyo daire,24098049,Halil,Kagithane,41.0856,29.003459999999997,Entire home/apt,242,Kağıthane
12996742,4 LEVENTde 1+1 daire,24098049,Halil,Kagithane,41.085440000000006,29.002840000000003,Entire home/apt,333,Kağıthane
12996946,4 LEVENT 1+1 apart,24098049,Halil,Kagithane,41.08395,29.004440000000002,Entire home/apt,333,Kağıthane
13005136,Galata Apartment,789063,Alper,Beyoglu,41.02582,28.976059999999997,Entire home/apt,399,Beyoğlu
13009778,"Tandapart-Party Fantastic city,Fantastic situation",46613449,Nazlı Alev,Sisli,41.04475,28.98572,Entire home/apt,109,Şişli
13014933,Peaceful room in centre of Istanbul,71823131,Fulden,Besiktas,41.05659,29.00214,Private room,169,Beşiktaş
13015751,Konforlu Oda,71831400,Hasan,Esenyurt,41.02375,28.662309999999998,Private room,121,Esenyurt
13023566,Luxury flat close to the Airport,71835872,Esen,Bakirkoy,40.984790000000004,28.856690000000004,Entire home/apt,441,Bakırköy
13023611,Inga Sıslı Apartment,3995118,Turan,Sisli,41.06118,28.98565,Entire home/apt,296,Şişli
13032748,Great Location 06,15384533,Nida,Beyoglu,41.03637,28.97598,Entire home/apt,175,Beyoğlu
13035386,A Modern Confort in Old City,4404329,Coskun,Fatih,41.01108,28.976879999999998,Private room,478,Fatih
13035510,gonci mansion,72063099,Gonci,Sisli,41.04908,28.98292,Private room,206,Şişli
13036081,"Clean, worth for money, cosy room",10045783,Ezgi,Kadikoy,40.96051,29.08956,Private room,302,Kadıköy
13036432,Muhteşem deniz manzaralı köy evi,72072490,Murat,Beykoz,41.21818,29.1533,Private room,605,Beykoz
13036765,Levent metroya 6 dakika eşyalı oda,28874085,Hatice,Kagithane,41.0781,29.00505,Private room,169,Kağıthane
13036787,quiet and cozy apartment /next to airport,72076296,Mustafa,Bahcelievler,40.99905,28.837590000000002,Private room,181,Bahçelievler
13042506,KİRALIK ODALAR,72142186,Mert,Fatih,41.00788,28.977359999999997,Private room,60,Fatih
13044293,welcome everyone,72164367,Fadi,Kartal,40.92098,29.223340000000004,Private room,302,Kartal
13049305,2+1 Flat  In İstanbul/şişli/Taksim,70742662,Ibrahim,Sisli,41.04182,28.9836,Entire home/apt,605,Şişli
13052835,Woods Flats 2,62082246,Reya,Eyup,41.1774,28.88758,Entire home/apt,151,Eyüpsultan
13058855,Your Home at Harbiye/Taksim,72316413,Mustafa,Sisli,41.04363,28.9844,Private room,48,Şişli
13060920,port of kadikoy private room,66284338,Volkan,Kadikoy,40.99218,29.02937,Private room,151,Kadıköy
13068026,NİŞANTAŞI,71776104,Modus Hotel Istanbul,Sisli,41.0546,28.99645,Private room,484,Şişli
13068404,Zümrütevler'de şirin teras katı,72432229,(Phone number hidden by Airbnb),Maltepe,40.94862,29.15213,Private room,181,Maltepe
13069562,Cozy apartment with cat at Ferikoy,72441964,Serenay,Sisli,41.052209999999995,28.97717,Private room,121,Şişli
13070276,Port Hotel,72447886,Port,Beyoglu,41.02534,28.97955,Private room,127,Beyoğlu
13071633,Residance + Swiming Pool + Funny Holiday :)),72461205,Murat,Beylikduzu,41.00398,28.65062,Shared room,60,Beylikdüzü
13089284,Cozy and  flat in Fenerbahçe/Kadıköy,71628913,Efe,Kadikoy,40.97313,29.043870000000002,Entire home/apt,242,Kadıköy
13092338,40 m2 sublet for Expat families,6122722,Bilim,Sariyer,41.23268,29.0109,Private room,405,Sarıyer
13094647,Taksim Square and Metro 5 minute,64297467,Samet,Sisli,41.04255,28.98535,Entire home/apt,405,Şişli
13101970,Central 2+1 modern Istanbul Levent,37228947,Cigdem,Besiktas,41.080690000000004,29.018420000000003,Entire home/apt,423,Beşiktaş
13104514,Double room with a great sea view in the centre,72827901,Selda,Beyoglu,41.035059999999994,28.98817,Private room,363,Beyoğlu
13109035,"Belle appart ,piscine ,et fitness",72871895,Devrim,Maltepe,40.95062,29.139,Entire home/apt,901,Maltepe
13111344,Cozy room in a beautiful apt with central location,18923325,TC Bora,Beyoglu,41.03177,28.971120000000003,Private room,73,Beyoğlu
13112091,"Studio, 20mins from airport,Istanbul Asian side",72903056,Seniz,Maltepe,40.91298,29.156409999999997,Entire home/apt,139,Maltepe
13112748,Dere Kenarı Çadır Kampı/Tent Camping Near River,33900370,Murat,Sile,41.038540000000005,29.76691,Entire home/apt,1500,Şile
13117679,A Room for rent near Bostanci Metro Station,72975197,Şener,Atasehir,40.96477,29.106340000000003,Private room,97,Ataşehir
13118705,Beşiktaş Kahvaltıcılar Sokağı,72985919,Furkan,Besiktas,41.0448,29.000120000000003,Private room,60,Beşiktaş
13122342,Welcome to my home :) - Istanbul,73021810,Sahin,Kadikoy,40.98899,29.026840000000004,Private room,175,Kadıköy
13124122,Ugly's Wonderland,17491564,Ozge,Beyoglu,41.03066,28.988000000000003,Entire home/apt,538,Beyoğlu
13127707,Cozy and comfort apartment in Elmadag,26461394,Steve,Sisli,41.042590000000004,28.985409999999998,Entire home/apt,574,Şişli
13131736,10 min from Sabiha Gokcen Airport,8492245,Tuba,Tuzla,40.92941,29.352109999999996,Private room,91,Tuzla
13133042,2 + 1  LARGE HOME ŞİŞLİ ABİDE-İ HÜRRİYET STREET !,36534433,Koray,Sisli,41.05899,28.98609,Entire home/apt,417,Şişli
13133428,Private flat in new modern building,67084340,Engin,Kadikoy,40.9623,29.0841,Entire home/apt,296,Kadıköy
13133967,Close to tower,33280854,Filiz,Beyoglu,41.0272,28.97655,Private room,151,Beyoğlu
13136892,Taksim Square Studio Flat,18936021,Ergun,Beyoglu,41.03999,28.98197,Entire home/apt,230,Beyoğlu
13146175,Panaromic Istanbul,36415120,Cemre,Besiktas,41.0464,29.006190000000004,Entire home/apt,97,Beşiktaş
13148478,In the center of Kadıkoy.,36290048,Yeşim,Kadikoy,40.98498,29.026490000000003,Private room,109,Kadıköy
13149100,"TURQUOISE, Spotless Clean and Family Friendly",5213558,Hatice,Beyoglu,41.03079,28.97,Entire home/apt,218,Beyoğlu
13150741,appartement in istanbul city,73366075,Amina,Fatih,41.005559999999996,28.9402,Entire home/apt,381,Fatih
13150906,Kadıköy'de çift kişilik yataklı oda,73368577,Yelda,Kadikoy,40.96745,29.084979999999998,Private room,605,Kadıköy
13152715,Flat in Harbiye,10797857,Mutlu,Sisli,41.04562,28.982490000000002,Private room,67,Şişli
13153110,Like Home In Çukurcuma Beyoğlu Cihangir,73396515,Anıl,Beyoglu,41.03284,28.980209999999996,Private room,224,Beyoğlu
13154763,EV,45614950,Fatih,Fatih,41.02367,28.93163,Entire home/apt,224,Fatih
13159573,Cozy Room Galata,7619547,Volkan,Beyoglu,41.02639,28.97399,Private room,272,Beyoğlu
13164714,Stylish Flat in Center of Fashion,43758594,Tugba,Besiktas,41.04854,28.998829999999998,Entire home/apt,423,Beşiktaş
13164772,Merkeze yakın ev,49632569,Leyla,Adalar,40.87807,29.095840000000003,Entire home/apt,514,Adalar
13165721,My Sweet Home,37463693,Tugsaval,Sisli,41.07442,28.99748,Private room,121,Şişli
13166854,"Centrally Located, cozy apartment w/ a Balcony",52403308,Mete,Atasehir,40.98636,29.11086,Entire home/apt,200,Ataşehir
13169317,ACIBADEM_KADIKÖY,73581034,Burak,Kadikoy,40.997370000000004,29.032970000000002,Private room,139,Kadıköy
13169641,Comfortable and lively ambiance,52403308,Mete,Atasehir,40.98487,29.110120000000002,Entire home/apt,151,Ataşehir
13170141,"Sisli, Fulya'da kiralik 1+1 esyali daire.",61740394,Обучение,Sisli,41.05785,28.996190000000002,Entire home/apt,393,Şişli
13177105,cosy fully equipped new residence close to metro,3681336,Ayça,Sisli,41.05291,28.981440000000003,Entire home/apt,133,Şişli
13179563,Haseki de merkezi daire,73703296,Uğur,Fatih,41.010490000000004,28.941309999999998,Private room,42,Fatih
13181889,1+1 WİFİLİ E5 VE METRO YAKIN DAİRE 11,73724394,Alme Suite,Kartal,40.91002,29.177690000000002,Entire home/apt,248,Kartal
13182600,Newly-renovated house with 4 separate apartments,12153103,Lindsay,Fatih,41.02947,28.94711,Entire home/apt,949,Fatih
13185819,Sweet Little Garden in Taksim 2,37905420,Serçin,Beyoglu,41.032579999999996,28.987640000000003,Entire home/apt,266,Beyoğlu
13188720,istanbul central in besiktas,73801852,Mirhac,Besiktas,41.04651,29.01205,Private room,206,Beşiktaş
13190166,nice room in the heart of istanbul ortaköy,73819912,Ersan,Besiktas,41.0535,29.023220000000002,Private room,103,Beşiktaş
13200051,all building apartment for 20 person,34416018,Muro,Fatih,41.004490000000004,28.966520000000003,Entire home/apt,2020,Fatih
13211638,1+1 (4-5 KİŞİLİK )WİFİLİ E5 YAKINI DAİRE 4,73724394,Alme Suite,Kartal,40.9081,29.1796,Entire home/apt,302,Kartal
13212488,3+1 (3 YATAK ODALI) HASTANE ADLİYE METRO DAİRE 16,73724394,Alme Suite,Kartal,40.910059999999994,29.17963,Entire home/apt,399,Kartal
13212496,Kiralik,30831621,Huriye,Bahcelievler,41.00311,28.86086,Entire home/apt,1209,Bahçelievler
13215337,Merkezi konumda Temiz ve Konforlu ev,46683295,Melek,Maltepe,40.94206,29.1207,Entire home/apt,151,Maltepe
13216817,1 Yatak odası + 1 salon 85 m2 Kiralık Daire,74124682,Safiye,Esenler,41.08558,28.86893,Entire home/apt,810,Esenler
13217860,Asma kat. 1 +1 yatak,62901112,Mücahid,Uskudar,41.01627,29.02423,Private room,121,Üsküdar
13222689,Cosy room close to Taksim!,31892439,Gökçe,Sisli,41.055820000000004,28.97505,Private room,109,Şişli
13223309,Opposite of Atatürk Airport (IST),74200309,Ufuk,Bakirkoy,40.97787,28.7931,Private room,181,Bakırköy
13226828,"Cosy, immaculate apartment",74242670,Sanem,Sisli,41.04984,28.980970000000003,Entire home/apt,998,Şişli
13228439,"Comfy Room, Best Location in Istanbul Cozy Terrace",74255233,Ecem,Kadikoy,40.99715,29.0274,Private room,121,Kadıköy
13229495,Centre of the Kadıköy 3+1,74264022,Burcu,Kadikoy,40.987190000000005,29.02272,Private room,79,Kadıköy
13235293,HISTORICAL FLAT IN THE CITY,74321391,Canan,Beyoglu,41.03598,28.972179999999998,Private room,157,Beyoğlu
13238221,Cosy apartment in Besiktas.,35865710,Aybüke,Besiktas,41.04916,29.00505,Entire home/apt,206,Beşiktaş
13239120,NEARLY AİRPORT,74370221,Muro,Bagcilar,41.02684,28.836709999999997,Private room,242,Bağcılar
13242477,Golden Horn,62791977,Hidayet,Beyoglu,41.04444,28.9465,Private room,91,Beyoğlu
13243676,5 - 7 Minutes Walk To Taksim,1485096,Pınar,Sisli,41.045840000000005,28.98511,Private room,163,Şişli
13245433,Orhan Kutbay'sHouse for 10 Büyükada,50038823,TC Hale,Adalar,40.86651,29.11679,Entire home/apt,1403,Adalar
13245955,"Fresh, cozy rooms, 7 min. To Subway",74456812,Mahmut,Sisli,41.069359999999996,28.9973,Private room,175,Şişli
13249697,1 bed great location,74491713,Egemen,Uskudar,41.05077,29.081740000000003,Entire home/apt,302,Üsküdar
13253444,"Great Located, Nice Decorated Cosy Flat, No301",19097001,Ali,Beyoglu,41.02472,28.97447,Entire home/apt,387,Beyoğlu
13256361,Beşiktaş /Daire,74592571,Eylül,Besiktas,41.05939,29.007929999999998,Private room,272,Beşiktaş
13259384,Charming penthouse near bosphorus.,27440089,Deniz,Sariyer,41.1368,29.05913,Entire home/apt,605,Sarıyer
13261830,Private Double Room in Sishane/ Beyoglu,25174730,Talha,Beyoglu,41.0305,28.9703,Private room,169,Beyoğlu
13263085,Taksim Downtown Residence,74672360,Selin,Beyoglu,41.03934,28.9847,Entire home/apt,677,Beyoğlu
13263533,In Rezidans Private Room&Bathroom,20949881,Melih,Umraniye,41.00039,29.136459999999996,Private room,133,Ümraniye
13267990,Besiktas where is the centre of istanbul,74740565,Can,Besiktas,41.04452,29.004459999999998,Entire home/apt,181,Beşiktaş
13268903,"Harbiye, Nişantaşı 5 dk, Bayanlara özel",74745775,Anita,Sisli,41.04977,28.986909999999998,Private room,133,Şişli
13269256,Woods Flats Duplex (Dubleks),62082246,Reya,Eyup,41.17707,28.8878,Entire home/apt,242,Eyüpsultan
13270203,"Friendly, cozy room in Üsküdar",74757771,Ahmet,Uskudar,41.0248,29.02928,Private room,60,Üsküdar
13271408,Private room in central location - Kadikoy,41779646,Elif,Kadikoy,40.995870000000004,29.03643,Private room,67,Kadıköy
13272420,Cosy room in heart of Istanbul & a friendly host,28439791,Yiğit,Besiktas,41.048970000000004,29.002370000000003,Private room,133,Beşiktaş
13272538,Centrally located 1 bedroom flat large with garden,3499150,Melis,Sisli,41.06324,28.98586,Entire home/apt,242,Şişli
13272687,A GEM IN THE HEART  OF BYZANTINE  ISTANBUL,74782612,Chronis,Beyoglu,41.03485,28.97312,Entire home/apt,466,Beyoğlu
13274648,ORANGE AIRPORT,63646823,Hakan,Bakirkoy,40.98837,28.81875,Private room,121,Bakırköy
13279801,House with a garden. Centrally Located Apt. Enjoy!,4552308,Goksel,Sisli,41.05198,28.98463,Entire home/apt,175,Şişli
13279897,Master bedroom with private bathroom and parking,74864265,Serdar,Eyup,41.077290000000005,28.942520000000002,Private room,91,Eyüpsultan
13280154,Yeldeğirmenindeki eviniz.,61439527,Bahar,Kadikoy,40.997040000000005,29.02998,Entire home/apt,206,Kadıköy
13287795,My Home Garden,74963243,Egemen,Kadikoy,40.99563,29.026020000000003,Entire home/apt,441,Kadıköy
13292103,"Great located, big double room with hotel comfort",19097001,Ali,Beyoglu,41.02448,28.97435,Private room,254,Beyoğlu
13297122,Historical Greek house in the center of Istanbul,57230244,Hakan,Beyoglu,41.037009999999995,28.97417,Entire home/apt,157,Beyoğlu
13297514,Cosy and Safe Apartment in a Central Neighbourhood,4850779,Selay,Besiktas,41.09005,29.032040000000002,Entire home/apt,272,Beşiktaş
13303156,Cozy New Flat in the Center of Besiktas,36468041,Mesut,Besiktas,41.04671,29.00688,Entire home/apt,212,Beşiktaş
13305272,Lovely&Cheap&Cozy studio in Taksim,70113899,Kıvanç,Beyoglu,41.0375,28.976670000000002,Entire home/apt,139,Beyoğlu
13305344,#6 DUPLEX APARTMENT FOR 10 TEN PERSON,10790256,Farouq,Fatih,41.00311,28.97137,Entire home/apt,435,Fatih
13305679,Duplex&Terrace Apartment in Taksim,70113899,Kıvanç,Beyoglu,41.0351,28.97658,Entire home/apt,206,Beyoğlu
13306100,Uskudar. near to bosporus,47284598,Özgür,Uskudar,41.02667,29.0207,Private room,60,Üsküdar
13308707,Comfortable Room and Perfect Location,74427691,Nermin,Sisli,41.04673,28.987190000000002,Private room,127,Şişli
13308731,Cheap and Cozy studio in Taksim,70113899,Kıvanç,Beyoglu,41.03533,28.974629999999998,Entire home/apt,157,Beyoğlu
13309743,Family Apartment wt 2bedrooms 1livingroom @Taksim,70113899,Kıvanç,Beyoglu,41.03563,28.97465,Entire home/apt,284,Beyoğlu
13313278,"5mins to Taksim Square, 15mins to Nişantaşı",49556778,Hasan,Sisli,41.04285,28.984790000000004,Entire home/apt,145,Şişli
13314170,Peaceful Room at the Center of Yeldeğirmeni,75251227,Ozlem,Kadikoy,40.99392,29.028579999999998,Private room,42,Kadıköy
13320946,ETILER,75332545,Issa,Besiktas,41.08125,29.034059999999997,Entire home/apt,423,Beşiktaş
13321946,Cosy home in the center of kadikoy,9401668,Serpil,Kadikoy,40.9863,29.027340000000002,Entire home/apt,236,Kadıköy
13322904,2 Bedrooms and Living Room apartment in Taksim,70113899,Kıvanç,Beyoglu,41.03718,28.975559999999998,Entire home/apt,242,Beyoğlu
13323534,Bebek - Cozy 2 Bed Amazing Location!,21636586,Nicholas,Besiktas,41.07675,29.04242,Entire home/apt,363,Beşiktaş
13327150,Şişli merkezde 2+1 super vip resida,16664575,Enes,Sisli,41.054390000000005,28.982029999999998,Entire home/apt,484,Şişli
13335940,Room For Rent in a Fully Furnished Flat-Nişantaşı,75414605,Gizem,Sisli,41.04914,28.996,Private room,212,Şişli
13336229,Standard double room - At the Heart of İstanbul  3,34330068,Sertaç,Fatih,41.00462,28.97806,Private room,339,Fatih
13338162,özel oda,17330631,Mehmetoğlu,Kucukcekmece,41.000440000000005,28.79562,Private room,121,Küçükçekmece
13338637,Nice room in the heart of istanbul,75180180,Gülsen,Beyoglu,41.03375,28.986259999999998,Private room,181,Beyoğlu
13339097,AMAZING ROOM WITH A VIEW IN THE HEART OF TAKSIM,7176374,Tunay,Beyoglu,41.031009999999995,28.97956,Private room,121,Beyoğlu
13339713,Stay Inn Taksim Hostel - central location,47169554,Stay Inn Taksim,Beyoglu,41.03451,28.9763,Shared room,79,Beyoğlu
13340506,Stay Inn Taksim Hostel - 4 bed mixed dorm,47169554,Stay Inn Taksim,Beyoglu,41.03416,28.976370000000003,Shared room,79,Beyoğlu
13340836,central location - 4 bed deluxe dorm ensuite,47169554,Stay Inn Taksim,Beyoglu,41.03608,28.97622,Shared room,91,Beyoğlu
13341189,Stay Inn Taksim Hostel - 4bed deluxe dorm ensuite,47169554,Stay Inn Taksim,Beyoglu,41.03562,28.976020000000002,Shared room,79,Beyoğlu
13343959,Cozy apartment room close to the center,75599133,Sezin,Kadikoy,40.99714,29.04281,Private room,60,Kadıköy
13344546,(4) STUDIO IN OLD CITY SULTANAHMET,31201220,Hidir,Fatih,41.0043,28.98195,Entire home/apt,266,Fatih
13348517,Quiet and nice big house,32577184,Murat,Uskudar,41.01116,29.04345,Private room,423,Üsküdar
13353863,Gorgeous Town house in Bosphorus coast,49034849,Sevi,Uskudar,41.06547,29.056820000000002,Entire home/apt,810,Üsküdar
13354965,Comfortable and peaceful room,75730226,Murat,Atasehir,40.995090000000005,29.131,Private room,121,Ataşehir
13358275,Peaceful and economic flat,75768939,Sila,Maltepe,40.94293,29.12167,Private room,181,Maltepe
13364411,Best for long terms,75793804,Jan,Basaksehir,41.06872,28.667140000000003,Private room,369,Başakşehir
13369813,Confartable Design and Cozy Place in Beşiktaş,75912174,Can,Besiktas,41.04681,29.004540000000002,Private room,73,Beşiktaş
13372110,Double Room in Cihangir Area close Taksim Square.,11480868,Ceylan,Beyoglu,41.035379999999996,28.98494,Private room,121,Beyoğlu
13374491,Lovely Tow bedroom apartment,65353350,Ayman,Beyoglu,41.03607,28.97304,Entire home/apt,242,Beyoğlu
13374927,"Nice, clean & central room- 3min walk to Bosphorus",28035615,Yusuf,Uskudar,41.02714,29.017640000000004,Private room,242,Üsküdar
13377891,peaceful and comfortable,28356720,Fatma,Uskudar,41.032090000000004,29.0476,Entire home/apt,79,Üsküdar
13384819,3 bedrooms flat near the British consulate,70113899,Kıvanç,Beyoglu,41.037079999999996,28.975440000000003,Entire home/apt,381,Beyoğlu
13389577,Merkezi Konum,76140590,Büşra,Besiktas,41.05722,29.006559999999997,Private room,181,Beşiktaş
