,point_of_origin,nearest_point,distance_in_meter
93,POINT (29.10493 41.00018),POINT (29.1029359 41.0010364),236.21958679169776
94,POINT (29.1129 40.96887),POINT (29.109711 40.985018),1611.0084358645586
95,POINT (29.08045 40.9929),POINT (29.0862389 40.992999),641.6975193268836
96,POINT (29.10319 40.98139000000001),POINT (29.10863585 40.98505865),701.3285955381757
97,POINT (29.14368 40.99016),POINT (29.1307821 40.9830495),1588.2220359838202
98,POINT (29.15546 40.97594),POINT (29.1315907 40.9814824),2700.0358070371117
99,POINT (29.14786 40.97441),POINT (29.1315907 40.9814824),1930.1180250128684
100,POINT (29.08911 40.99014),POINT (29.0862389 40.992999),422.77829041493266
101,POINT (29.12938 40.97513),POINT (29.1315907 40.9814824),664.9817174763804
102,POINT (29.10077 40.985),POINT (29.0982918 40.98748320000001),365.8962888744516
103,POINT (29.08647 40.99404000000001),POINT (29.0862389 40.992999),104.53620746230199
104,POINT (29.10456 40.99021),POINT (29.1087565 40.9856041),646.0244056752318
105,POINT (29.14935 40.97442),POINT (29.1315907 40.9814824),2084.921303931938
106,POINT (29.10195 40.9859),POINT (29.0982918 40.98748320000001),433.76731840489066
107,POINT (29.10466 40.99),POINT (29.1087565 40.9856041),623.8977829783768
108,POINT (29.0865 40.99372),POINT (29.0862389 40.992999),75.92650351421956
109,POINT (29.07776 40.99751),POINT (29.0862389 40.992999),1037.3412035451845
110,POINT (29.08488 40.99234000000001),POINT (29.0862389 40.992999),163.71251312024367
111,POINT (29.10559000000001 40.99229),POINT (29.1110669 40.99593970000001),703.3552559405668
112,POINT (29.14061 40.98839),POINT (29.1307821 40.9830495),1206.9234414187615
113,POINT (29.10222000000001 40.98261),POINT (29.0982918 40.98748320000001),643.8963704390497
114,POINT (29.10125 40.98131),POINT (29.0982918 40.98748320000001),684.5606347072236
115,POINT (29.10117 40.98318),POINT (29.0982918 40.98748320000001),526.5383736910161
116,POINT (29.07941 41.00019),POINT (29.07273431600004 41.00658345600004),966.9517463514347
117,POINT (29.14795 40.97575),POINT (29.1315907 40.9814824),1897.0931051283453
118,POINT (29.10862 40.97348),POINT (29.09758958000003 40.97528789900008),1235.1849167376324
119,POINT (29.13946 40.9872),POINT (29.1307821 40.9830495),1043.200776077072
120,POINT (29.08019 40.99100000000001),POINT (29.0862389 40.992999),698.1203857093761
121,POINT (29.15602 40.9809),POINT (29.1315907 40.9814824),2708.291157306065
122,POINT (29.11935 40.99199),POINT (29.1188532 40.99326729999999),135.964983898761
123,POINT (29.08127 40.99189000000001),POINT (29.0862389 40.992999),561.2229374448852
124,POINT (29.10315 40.98104),POINT (29.10863585 40.98505865),722.9983247985518
125,POINT (29.10352 40.97979),POINT (29.10863585 40.98505865),764.5471782305068
126,POINT (29.10215 40.98025),POINT (29.09758958000003 40.97528789900008),699.1559259527971
127,POINT (29.10209 40.98083),POINT (29.09758958000003 40.97528789900008),734.7603805840582
128,POINT (29.08537 40.99587),POINT (29.0862389 40.992999),295.64165501403755
129,POINT (29.11132000000001 40.96616),POINT (29.09758958000003 40.97528789900008),1762.235872854863
130,POINT (29.12211 40.97806),POINT (29.1211856 40.9878653),959.781410021858
131,POINT (29.10189 40.98117),POINT (29.0982918 40.98748320000001),732.6218699205687
132,POINT (29.10767 40.99645),POINT (29.1110669 40.99593970000001),379.7664343187408
133,POINT (29.15081 40.97575),POINT (29.1315907 40.9814824),2202.04932940581
134,POINT (29.1053 40.97794),POINT (29.10863585 40.98505865),785.3924376559838
135,POINT (29.10974 40.97413),POINT (29.109711 40.985018),1059.7973340551318
136,POINT (29.0824 40.99446),POINT (29.0862389 40.992999),448.6390933820732
137,POINT (29.1053 40.9778),POINT (29.10863585 40.98505865),797.4410965787989
138,POINT (29.11162 40.98932),POINT (29.1130349 40.9854081),411.78975016534145
139,POINT (29.15666 40.99211),POINT (29.1315907 40.9814824),2964.8234159306935
140,POINT (29.15108 40.99303),POINT (29.1307821 40.9830495),2450.444388546648
141,POINT (29.10627 40.97389),POINT (29.09758958000003 40.97528789900008),971.6908382843243
142,POINT (29.07209000000001 41.0038),POINT (29.07273431600004 41.00658345600004),280.27836369403724
143,POINT (29.11962 40.98436),POINT (29.1211856 40.9878653),382.7522252744786
144,POINT (29.1364 40.99404000000001),POINT (29.1307821 40.9830495),1237.5800828092747
145,POINT (29.11061 40.9701),POINT (29.09758958000003 40.97528789900008),1528.9553589857612
146,POINT (29.12685 40.99312000000001),POINT (29.1211856 40.9878653),809.7530288445059
147,POINT (29.11001 40.97701),POINT (29.109711 40.985018),780.1684640716543
148,POINT (29.08456 40.9929),POINT (29.0862389 40.992999),186.33398605347762
149,POINT (29.16702 40.9802),POINT (29.1315907 40.9814824),3928.902814083615
150,POINT (29.11359 40.98898),POINT (29.1130349 40.9854081),353.0639524733201
151,POINT (29.12599 40.98879),POINT (29.1211856 40.9878653),540.0601722661014
152,POINT (29.11819 40.96609),POINT (29.1130349 40.9854081),1965.136714974286
153,POINT (29.10144 41.00038),POINT (29.1029359 41.0010364),177.68765746692713
154,POINT (29.10818 40.98565),POINT (29.1087565 40.9856041),64.05385509723368
155,POINT (29.106 40.9753),POINT (29.09758958000003 40.97528789900008),932.1902171324687
156,POINT (29.10269000000001 40.97964),POINT (29.09758958000003 40.97528789900008),706.446716651206
157,POINT (29.08548 40.99238),POINT (29.0862389 40.992999),103.47494728631236
158,POINT (29.08564 40.99349),POINT (29.0862389 40.992999),81.80141278766328
159,POINT (29.08509 40.99399),POINT (29.0862389 40.992999),159.76391887736025
160,POINT (29.09896 41.00005),POINT (29.1029359 41.0010364),451.01824862722145
161,POINT (29.14332000000001 40.97332),POINT (29.1315907 40.9814824),1523.4890012326582
162,POINT (29.11054 40.99453),POINT (29.111199 40.995759),140.1610809579378
163,POINT (29.08547 40.99213),POINT (29.0862389 40.992999),120.08665895210233
164,POINT (29.14587 40.97353),POINT (29.1315907 40.9814824),1761.740543683712
165,POINT (29.08634 40.99233),POINT (29.0862389 40.992999),66.08931864382663
166,POINT (29.08406 41.00498),POINT (29.07273431600004 41.00658345600004),1264.9765508699545
167,POINT (29.10429 40.97349000000001),POINT (29.09758958000003 40.97528789900008),763.0007396598955
168,POINT (29.10777 40.99224),POINT (29.111199 40.995759),511.6355304776401
169,POINT (29.12252 40.99398),POINT (29.1188532 40.99326729999999),412.2965903789997
170,POINT (29.10548 40.99100000000001),POINT (29.1087565 40.9856041),638.5519859521876
171,POINT (29.13776 40.97464),POINT (29.1315907 40.9814824),954.4258635227778
172,POINT (29.08577 40.99494),POINT (29.0862389 40.992999),195.98856120130878
173,POINT (29.15736 40.98393),POINT (29.1315907 40.9814824),2866.133552178229
174,POINT (29.0863 40.99391),POINT (29.0862389 40.992999),88.95120657642417
175,POINT (29.08589000000001 40.995),POINT (29.0862389 40.992999),198.61460987214463
176,POINT (29.08576 40.99481),POINT (29.0862389 40.992999),184.13220700592808
177,POINT (29.08712 41.00383),POINT (29.0862389 40.992999),1058.991723325568
178,POINT (29.08294 40.99358),POINT (29.0862389 40.992999),369.99030552363257
179,POINT (29.145 40.98795),POINT (29.1315907 40.9814824),1614.0194329543594
180,POINT (29.13909 40.97913),POINT (29.1315907 40.9814824),862.1533160585067
181,POINT (29.10391 40.97658),POINT (29.09758958000003 40.97528789900008),711.7410317082195
182,POINT (29.09576 40.98871),POINT (29.0982918 40.98748320000001),304.9739608767504
183,POINT (29.14053 40.97475),POINT (29.1315907 40.9814824),1187.8203061790543
184,POINT (29.14926 40.97604000000001),POINT (29.1315907 40.9814824),2028.771006653873
185,POINT (29.14965 40.97626),POINT (29.1315907 40.9814824),2065.157965561013
186,POINT (29.08491 40.99293),POINT (29.0862389 40.992999),147.44463895041227
187,POINT (29.14924 40.97664),POINT (29.1315907 40.9814824),2012.1640521173676
188,POINT (29.10827 40.97942000000001),POINT (29.10863585 40.98505865),550.3453107227061
189,POINT (29.14165 40.97753),POINT (29.1315907 40.9814824),1179.425657915049
190,POINT (29.14042 40.97776),POINT (29.1315907 40.9814824),1043.509591590942
191,POINT (29.14232 40.99337),POINT (29.1307821 40.9830495),1626.0481281082054
192,POINT (29.12544 40.99497),POINT (29.1188532 40.99326729999999),748.6373462357387
193,POINT (29.15074000000001 40.98809),POINT (29.1315907 40.9814824),2217.7208153151605
194,POINT (29.08591 40.99462),POINT (29.0862389 40.992999),161.9730334275263
195,POINT (29.14299 40.9874),POINT (29.1315907 40.9814824),1388.5115497444954
196,POINT (29.08528 40.99466),POINT (29.0862389 40.992999),193.5114160643957
197,POINT (29.10122 40.99603),POINT (29.0989167 40.9950609),272.164244737946
198,POINT (29.08595 40.99473),POINT (29.0862389 40.992999),171.5418782827017
199,POINT (29.09826 40.99956),POINT (29.0989167 40.9950609),443.9778357222905
200,POINT (29.08677 40.9965),POINT (29.0862389 40.992999),345.8949864017547
201,POINT (29.14829000000001 40.9767),POINT (29.1315907 40.9814824),1908.5232732823022
202,POINT (29.14818 40.97625),POINT (29.1315907 40.9814824),1907.917396234828
203,POINT (29.14123 40.97902),POINT (29.1315907 40.9814824),1094.9416583783975
204,POINT (29.13978 40.97756),POINT (29.1315907 40.9814824),984.6744383088571
205,POINT (29.10979 40.9812),POINT (29.109711 40.985018),371.7312296673278
206,POINT (29.10853 40.97898),POINT (29.10863585 40.98505865),591.7932522012682
207,POINT (29.10786 40.98016),POINT (29.10863585 40.98505865),484.5132280976757
208,POINT (29.08618 40.9932),POINT (29.0862389 40.992999),20.62916721105998
209,POINT (29.14266 40.98426),POINT (29.1315907 40.9814824),1256.3192059523794
210,POINT (29.08219 41.00445),POINT (29.07273431600004 41.00658345600004),1068.4279319477234
211,POINT (29.13074000000001 40.98138),POINT (29.1315907 40.9814824),94.81495364097636
212,POINT (29.07638 41.00096),POINT (29.07273431600004 41.00658345600004),680.5061859292935
213,POINT (29.13941 40.97567),POINT (29.1315907 40.9814824),1034.913260689984
214,POINT (29.11023 40.97475),POINT (29.109711 40.985018),1001.0959818901941
215,POINT (29.08355 40.99523),POINT (29.0862389 40.992999),368.7836462802563
216,POINT (29.08434 41.00105),POINT (29.0862389 40.992999),811.6006637958064
217,POINT (29.11838 40.98959),POINT (29.1211856 40.9878653),353.3789072529003
218,POINT (29.08367 40.99545),POINT (29.0862389 40.992999),371.5022152236167
219,POINT (29.10603 40.99214),POINT (29.1110669 40.99593970000001),669.6744368910224
220,POINT (29.15689 40.98008),POINT (29.1315907 40.9814824),2807.4458554834973
221,POINT (29.14959 40.97621),POINT (29.1315907 40.9814824),2059.9192028790276
222,POINT (29.1488 40.97509),POINT (29.1315907 40.9814824),2006.306546932473
223,POINT (29.14501 40.9757),POINT (29.1315907 40.9814824),1590.2435172902067
224,POINT (29.16042 40.99091),POINT (29.1315907 40.9814824),3324.451321706814
225,POINT (29.10985 40.98147),POINT (29.109711 40.985018),345.6908027677549
226,POINT (29.15384 40.97508),POINT (29.1315907 40.9814824),2543.54349648023
227,POINT (29.11758 40.97406),POINT (29.1130349 40.9854081),1213.9771059056
228,POINT (29.11167 40.97592),POINT (29.109711 40.985018),911.7839904476486
229,POINT (29.09885 40.99844),POINT (29.0989167 40.9950609),329.02502354362457
230,POINT (29.07834 41.00473),POINT (29.07273431600004 41.00658345600004),646.9958104813293
231,POINT (29.14917 40.97462),POINT (29.1315907 40.9814824),2059.704591642933
232,POINT (29.07356 41.0035),POINT (29.07273431600004 41.00658345600004),313.8747859346339
233,POINT (29.09371 41.00707),POINT (29.1029359 41.0010364),1179.2536450613393
234,POINT (29.07838 40.99183),POINT (29.0862389 40.992999),878.4622005682157
235,POINT (29.14116 40.97506),POINT (29.1315907 40.9814824),1231.0757688278604
236,POINT (29.08284 40.99559),POINT (29.0862389 40.992999),453.3824533754331
237,POINT (29.12219 40.98307),POINT (29.1211856 40.9878653),479.794437707535
238,POINT (29.07387 40.99407),POINT (29.06724095 40.98946395),860.8155129134396
239,POINT (29.12678 40.9896),POINT (29.1211856 40.9878653),642.6430272923094
240,POINT (29.08696 41),POINT (29.0862389 40.992999),686.270422492747
241,POINT (29.08336 40.99467),POINT (29.0862389 40.992999),358.16900396359694
242,POINT (29.13632 40.97669000000001),POINT (29.1315907 40.9814824),701.616245295211
243,POINT (29.07471 41.00483),POINT (29.07273431600004 41.00658345600004),277.6718444576843
244,POINT (29.08125 40.99462),POINT (29.0862389 40.992999),575.0366856478593
245,POINT (29.08112 40.99597),POINT (29.0862389 40.992999),636.8454543453582
246,POINT (29.14317 40.97857),POINT (29.1315907 40.9814824),1314.3450464116297
247,POINT (29.07671 40.99484),POINT (29.0862389 40.992999),1071.257867574983
248,POINT (29.09854 40.99743),POINT (29.0989167 40.9950609),234.37182096224007
249,POINT (29.13385 40.97366),POINT (29.1315907 40.9814824),801.3613522181812
250,POINT (29.12813 40.97474),POINT (29.1315907 40.9814824),760.0414359436977
251,POINT (29.08553 40.99889),POINT (29.0862389 40.992999),578.8945171946588
252,POINT (29.08158 40.99629),POINT (29.0862389 40.992999),607.7099687612084
253,POINT (29.1146 40.99078),POINT (29.1188532 40.99326729999999),529.9416044218757
254,POINT (29.0837 40.99252),POINT (29.0862389 40.992999),285.2425443390314
255,POINT (29.15657 40.99134),POINT (29.1315907 40.9814824),2930.1020641852183
256,POINT (29.13553 40.97663),POINT (29.1315907 40.9814824),643.1303557924698
257,POINT (29.08433 40.99295),POINT (29.0862389 40.992999),211.63085571971467
258,POINT (29.11319 40.96088),POINT (29.09758958000003 40.97528789900008),2226.3716996520375
259,POINT (29.11494 40.96178),POINT (29.09758958000003 40.97528789900008),2329.6026271633687
260,POINT (29.08441 40.9938),POINT (29.0862389 40.992999),217.19335026507943
261,POINT (29.11487 40.96644000000001),POINT (29.1130349 40.9854081),1857.3707166468716
262,POINT (29.07759 40.99373),POINT (29.0862389 40.992999),961.2575420956127
263,POINT (29.11254000000001 40.98975),POINT (29.1130349 40.9854081),426.15495210869886
264,POINT (29.12396 40.98964),POINT (29.1211856 40.9878653),352.69496680901847
265,POINT (29.1126 40.96687),POINT (29.09758958000003 40.97528789900008),1854.5543319673159
266,POINT (29.10103 40.97466),POINT (29.09758958000003 40.97528789900008),386.1948995315649
267,POINT (29.11069 40.98873),POINT (29.1087565 40.9856041),372.1583016848669
268,POINT (29.07886 41.00398),POINT (29.07273431600004 41.00658345600004),724.7310232169718
269,POINT (29.08044000000001 40.99422),POINT (29.0862389 40.992999),653.6345856417477
270,POINT (29.09311 41.00843),POINT (29.1029359 41.0010364),1305.4193254295606
271,POINT (29.11056 40.97911),POINT (29.109711 40.985018),582.7061532355156
272,POINT (29.11357000000001 40.96879000000001),POINT (29.1130349 40.9854081),1618.5675242552202
273,POINT (29.12295 40.99375),POINT (29.1188532 40.99326729999999),456.50388406802927
274,POINT (29.07398 40.99482),POINT (29.06724095 40.98946395),910.9934417181129
275,POINT (29.0851 40.99418),POINT (29.0862389 40.992999),170.74868212056472
276,POINT (29.09504 40.99348),POINT (29.0989167 40.9950609),456.41210096715594
277,POINT (29.08523 40.994),POINT (29.0862389 40.992999),148.33121123499748
278,POINT (29.14452 40.97606),POINT (29.1315907 40.9814824),1527.1116012819161
279,POINT (29.07541 40.99343),POINT (29.06724095 40.98946395),984.3498267815689
280,POINT (29.07477 40.99536),POINT (29.06724095 40.98946395),1012.9112066292756
281,POINT (29.11868 40.99096),POINT (29.1188532 40.99326729999999),225.38236491485478
282,POINT (29.12375 40.99347),POINT (29.1188532 40.99326729999999),543.108797327171
283,POINT (29.13444 40.98965),POINT (29.1307821 40.9830495),759.5759127919657
284,POINT (29.08584 40.99769000000001),POINT (29.0862389 40.992999),458.8419775936107
285,POINT (29.10717 40.99571),POINT (29.1110669 40.99593970000001),432.50120536449003
286,POINT (29.0755 40.99392),POINT (29.06724095 40.98946395),1013.0328651272347
287,POINT (29.1131 40.97600000000001),POINT (29.1130349 40.9854081),915.7440094303992
288,POINT (29.14819 40.97532),POINT (29.1315907 40.9814824),1935.0885636129585
289,POINT (29.11104000000001 40.97245),POINT (29.109711 40.985018),1232.1456989832143
290,POINT (29.11634 40.99159),POINT (29.1188532 40.99326729999999),322.8690207642954
291,POINT (29.11672 40.97754000000001),POINT (29.1130349 40.9854081),867.9253368758491
