,point_of_origin,nearest_point,distance_in_meter
343,POINT (29.0236 41.05152),POINT (29.016612 41.066644),1664.552860571544
344,POINT (29.00432 41.05139000000001),POINT (29.0001178 41.0527306),483.72467202859747
345,POINT (29.00918 41.04612),POINT (29.0004588 41.0487174),999.2020564420849
346,POINT (29.00292 41.04577000000001),POINT (29.0004588 41.0487174),396.09355828587553
347,POINT (29.0238 41.04957),POINT (29.016612 41.066644),1844.2999179687038
348,POINT (29.00249 41.04721),POINT (29.0004588 41.0487174),268.8053388203506
349,POINT (29.02549 41.04963),POINT (29.016612 41.066644),1927.5719397302876
350,POINT (29.01147000000001 41.04392),POINT (29.0004588 41.0487174),1306.8861019073897
351,POINT (29.00289 41.05659),POINT (28.9995352 41.0557256),381.25167603633156
352,POINT (29.01843 41.0633),POINT (29.016612 41.066644),383.0604682352878
353,POINT (29.03709000000001 41.08859),POINT (29.03654855 41.07449),1374.7119695712433
354,POINT (29.03186 41.08337),POINT (29.02571553100006 41.07891799500004),807.3899123564589
355,POINT (29.02371 41.05133),POINT (29.016612 41.066644),1686.610518575993
356,POINT (29.00478 41.06453),POINT (29.0009636 41.065532),434.1147060859974
357,POINT (29.00792 41.05798),POINT (28.9995352 41.0557256),954.9427453794764
358,POINT (29.01046 41.06287),POINT (29.0084154 41.0687452),615.6462363809703
359,POINT (28.99932 41.04598),POINT (29.0004588 41.0487174),295.0865686908877
360,POINT (29.02326 41.05095),POINT (29.016612 41.066644),1697.2049989710515
361,POINT (28.99858 41.0453),POINT (29.0004588 41.0487174),392.7403809996217
362,POINT (28.99639 41.04743),POINT (29.0004588 41.0487174),468.0907303646708
363,POINT (29.0129 41.04717),POINT (29.0004588 41.0487174),1387.1489688083304
364,POINT (28.99957 41.0485),POINT (29.0004588 41.0487174),100.76265093077106
365,POINT (29.04343 41.06792),POINT (29.03654855 41.07449),995.6110229856629
366,POINT (29.04361 41.08296),POINT (29.03654855 41.07449),1137.1775144077244
367,POINT (29.00773 41.04754000000001),POINT (29.0004588 41.0487174),814.0336703957914
368,POINT (29.02235 41.05247),POINT (29.016612 41.066644),1520.258714292613
369,POINT (29.0067 41.04713),POINT (29.0004588 41.0487174),708.8290385300481
370,POINT (29.00103 41.04516),POINT (29.0004588 41.0487174),352.36081052064736
371,POINT (29.03369 41.08348),POINT (29.02571553100006 41.07891799500004),989.2882028003388
372,POINT (29.02397 41.04895),POINT (29.016612 41.066644),1906.9339130903288
373,POINT (29.02525 41.07487),POINT (29.0253075 41.0777839),283.929660044418
374,POINT (29.00194 41.06179),POINT (29.0009039 41.06547929999999),377.3736095844739
375,POINT (29.00635 41.05459000000001),POINT (29.0001178 41.0527306),714.1150558683196
376,POINT (29.00295 41.06192),POINT (29.0009039 41.06547929999999),414.3734775487037
377,POINT (29.04178 41.06817),POINT (29.03654855 41.07449),845.6651392178786
378,POINT (28.99792 41.04765),POINT (29.0004588 41.0487174),299.9961662766928
379,POINT (28.99652 41.043),POINT (29.0004588 41.0487174),707.778778325232
380,POINT (29.03128 41.08936),POINT (29.02571553100006 41.07891799500004),1189.5486384870146
381,POINT (29.03053 41.09036),POINT (29.02571553100006 41.07891799500004),1235.7462380833965
382,POINT (28.99554 41.03771),POINT (28.99013805 41.03554045),634.9578582700694
383,POINT (29.01661 41.05241),POINT (29.016612 41.066644),1386.7236344948237
384,POINT (29.01732 41.09219),POINT (29.017713 41.0877267),437.0020258409204
385,POINT (28.99739000000001 41.04434000000001),POINT (29.0004588 41.0487174),545.5466074177615
386,POINT (29.03011 41.07131),POINT (29.03654855 41.07449),777.9523195772568
387,POINT (29.00529 41.04821),POINT (29.0004588 41.0487174),537.7474521291152
388,POINT (29.00216 41.05396),POINT (29.0001178 41.0527306),256.09267729713446
389,POINT (29.0095 41.06155),POINT (29.0084154 41.0687452),711.2643040857669
390,POINT (29.00907 41.05967),POINT (29.0084154 41.0687452),887.1748373761106
391,POINT (29.0026 41.06198),POINT (29.0009039 41.06547929999999),389.3519570318213
392,POINT (29.00393 41.05931),POINT (28.9995352 41.0557256),599.3713533978894
393,POINT (29.0089 41.04317),POINT (29.0004588 41.0487174),1080.4967169864651
394,POINT (28.99866 41.04555),POINT (29.0004588 41.0487174),367.42480623861695
395,POINT (29.04282000000001 41.06949),POINT (29.03654855 41.07449),848.7332736786634
396,POINT (29.00748 41.05769),POINT (28.9995352 41.0557256),901.1302402953102
397,POINT (29.00159 41.06228),POINT (29.0009039 41.06547929999999),320.87371835396397
398,POINT (29.00274000000001 41.04635),POINT (29.0004588 41.0487174),342.2536216499014
399,POINT (29.00356 41.05817),POINT (28.9995352 41.0557256),505.6934214609931
400,POINT (29.01895 41.05564),POINT (29.016612 41.066644),1102.9089301636748
401,POINT (29.0042 41.05366),POINT (29.0001178 41.0527306),461.4274128068125
402,POINT (29.02574000000001 41.04898),POINT (29.016612 41.066644),1996.1833976271344
403,POINT (29.02156 41.04849),POINT (29.016612 41.066644),1851.6585761603342
404,POINT (28.99722 41.04847),POINT (29.0004588 41.0487174),359.7833331046037
405,POINT (29.00713 41.04509),POINT (29.0004588 41.0487174),819.5375831658067
406,POINT (29.00365 41.04456),POINT (29.0004588 41.0487174),537.7700081944431
407,POINT (29.01203 41.09151),POINT (29.01134024300007 41.08607120700003),535.3769330741703
408,POINT (29.02552 41.06431),POINT (29.016612 41.066644),1013.1716183480413
409,POINT (29.03782 41.06251),POINT (29.03654855 41.07449),1175.3787066475913
410,POINT (29.00674 41.04989000000001),POINT (29.0004588 41.0487174),705.4949131568071
411,POINT (29.012 41.0456),POINT (29.0004588 41.0487174),1314.7453612966965
412,POINT (29.03702 41.06436),POINT (29.03654855 41.07449),988.0891291414981
413,POINT (29.02658 41.0641),POINT (29.016612 41.066644),1132.2703713466308
414,POINT (29.01954000000001 41.073),POINT (29.0183963 41.0726145),132.20951373763916
415,POINT (29.02755 41.0852),POINT (29.02571553100006 41.07891799500004),644.8487338705285
416,POINT (29.01999 41.05281),POINT (29.016612 41.066644),1398.771250549287
417,POINT (29.04112000000001 41.07782),POINT (29.03654855 41.07449),601.6068557686638
418,POINT (29.02015 41.0511),POINT (29.016612 41.066644),1564.271208823527
419,POINT (29.00947 41.0883),POINT (29.01134024300007 41.08607120700003),300.2050352339933
420,POINT (29.04004 41.08444),POINT (29.03654855 41.07449),1043.562936299658
421,POINT (29.01797 41.07559000000001),POINT (29.0167598 41.0740579),200.67580135706928
422,POINT (29.012 41.04372),POINT (29.0004588 41.0487174),1368.7154513403784
423,POINT (29.02714000000001 41.05162),POINT (29.016612 41.066644),1871.8388534841274
424,POINT (28.99973 41.04676),POINT (29.0004588 41.0487174),207.1270924379039
425,POINT (29.02599 41.05485),POINT (29.016612 41.066644),1549.3555196883556
426,POINT (29.02698 41.05471),POINT (29.016612 41.066644),1634.6752587103579
427,POINT (29.0034 41.0436),POINT (29.0004588 41.0487174),595.7316005898022
428,POINT (29.0005 41.04648),POINT (29.0004588 41.0487174),218.0566265385198
429,POINT (29.02847 41.09227),POINT (29.0178818 41.0876828),1255.7573911854731
430,POINT (29.00118 41.04385),POINT (29.0004588 41.0487174),480.95943690830364
431,POINT (29.00409 41.06203),POINT (29.0009636 41.065532),486.3199012586823
432,POINT (29.00115 41.04369000000001),POINT (29.0004588 41.0487174),495.81491195828715
433,POINT (29.0026 41.04388),POINT (29.0004588 41.0487174),527.7184275820639
434,POINT (28.9993 41.04244),POINT (29.0004588 41.0487174),625.0027414646135
435,POINT (29.02584 41.04748),POINT (29.016612 41.066644),2128.747761352447
436,POINT (29.02261 41.07717),POINT (29.0224208 41.0793328),211.73618062794557
437,POINT (29.00076 41.04335),POINT (29.0004588 41.0487174),524.0549269798062
438,POINT (29.02477 41.05116),POINT (29.016612 41.066644),1758.6873292528
439,POINT (29.01807 41.06808),POINT (29.016612 41.066644),213.74267266024793
440,POINT (28.99994 41.04375),POINT (29.0004588 41.0487174),487.42075280692893
441,POINT (29.01296 41.04314),POINT (29.0004588 41.0487174),1488.335298223743
442,POINT (29.02519 41.05197),POINT (29.016612 41.066644),1716.8249666311776
443,POINT (29.00962 41.06009),POINT (29.0084154 41.0687452),853.7838798142399
444,POINT (29.00926 41.0599),POINT (29.0084154 41.0687452),866.8626851310167
445,POINT (29.02638 41.08766),POINT (29.0178818 41.0876828),941.9102175443464
446,POINT (29.00487 41.04506),POINT (29.0004588 41.0487174),605.009880087619
447,POINT (29.00364 41.04941),POINT (29.0004588 41.0487174),358.99095770187023
448,POINT (29.02763 41.08886),POINT (29.0178818 41.0876828),1086.521917461219
449,POINT (29.001 41.04712),POINT (29.0004588 41.0487174),166.80636247711897
450,POINT (29.00177 41.0437),POINT (29.0004588 41.0487174),510.02791645931046
451,POINT (29.00381 41.04612),POINT (29.0004588 41.0487174),449.45882588120537
452,POINT (29.01109000000001 41.04532),POINT (29.0004588 41.0487174),1223.9315207158468
453,POINT (29.00466 41.06321),POINT (29.0009636 41.065532),468.0133245153135
454,POINT (29.00701 41.04917),POINT (29.0004588 41.0487174),727.4455897651725
455,POINT (29.00214 41.04806),POINT (29.0004588 41.0487174),197.03967985220646
456,POINT (29.00748 41.05061),POINT (29.0004588 41.0487174),799.7509463575464
457,POINT (29.03555 41.0605),POINT (29.03654855 41.07449),1367.184120115893
458,POINT (28.99876 41.04909),POINT (29.0004588 41.0487174),191.7561128504513
459,POINT (28.99875 41.04523),POINT (29.0004588 41.0487174),389.0264260009759
460,POINT (29.01144 41.04872),POINT (29.0004588 41.0487174),1217.1108027942664
461,POINT (29.00076 41.04781),POINT (29.0004588 41.0487174),94.50810909932738
462,POINT (29.01348 41.06029),POINT (29.016612 41.066644),709.72674054071
463,POINT (29.01401 41.04447),POINT (29.0004588 41.0487174),1557.9279336165564
464,POINT (29.00323 41.05671),POINT (28.9995352 41.0557256),420.59908763971475
465,POINT (29.00518 41.04525),POINT (29.0004588 41.0487174),622.8666467373574
466,POINT (29.00384 41.04496),POINT (29.0004588 41.0487174),523.9080468395575
467,POINT (29.02454 41.04873),POINT (29.016612 41.066644),1953.9099113312413
468,POINT (29.00722 41.06142),POINT (29.0084154 41.0687452),725.8997118262221
469,POINT (29.00914 41.06125),POINT (29.0084154 41.0687452),734.6653216920879
470,POINT (29.00735 41.06109),POINT (29.0084154 41.0687452),755.1474807680459
471,POINT (29.00582 41.05544),POINT (28.9995352 41.0557256),697.1365191201529
472,POINT (28.99859 41.04296),POINT (29.0004588 41.0487174),598.0140409254243
473,POINT (29.00595 41.04802),POINT (29.0004588 41.0487174),612.403256709941
474,POINT (29.03921 41.08956),POINT (29.03654855 41.07449),1497.2157083205789
475,POINT (29.02606 41.08195),POINT (29.02571553100006 41.07891799500004),297.819017768014
476,POINT (29.01116 41.05785),POINT (29.016612 41.066644),1048.42496324727
477,POINT (29.04643 41.08158),POINT (29.03654855 41.07449),1294.7581102043907
478,POINT (29.00911 41.06158),POINT (29.0084154 41.0687452),702.3425327072622
479,POINT (29.0254 41.07658),POINT (29.0253075 41.0777839),117.72533684231242
480,POINT (29.02911 41.05521),POINT (29.016612 41.066644),1777.518374276837
481,POINT (29.00602 41.06357),POINT (29.0009636 41.065532),592.138111788496
482,POINT (29.00382 41.05348),POINT (29.0001178 41.0527306),416.78254811643296
483,POINT (29.00431 41.05429),POINT (29.0001178 41.0527306),488.85829817612483
484,POINT (28.99974000000001 41.04617),POINT (29.0004588 41.0487174),260.6877675292499
485,POINT (29.04131 41.06938),POINT (29.03654855 41.07449),725.4260426564649
486,POINT (29.00103 41.04359),POINT (29.0004588 41.0487174),503.5999545232457
487,POINT (29.02606 41.04911),POINT (29.016612 41.066644),2003.5810810767418
488,POINT (29.02575 41.05246),POINT (29.016612 41.066644),1713.2289006388535
489,POINT (29.00054 41.04795),POINT (29.0004588 41.0487174),75.31392525020445
490,POINT (29.02574000000001 41.05461),POINT (29.016612 41.066644),1548.5296568293616
491,POINT (29.00262 41.04527),POINT (29.0004588 41.0487174),412.5668253437656
492,POINT (29.00376 41.06235),POINT (29.0009636 41.065532),438.3954613405274
493,POINT (29.01004 41.0623),POINT (29.0084154 41.0687452),653.2638315916699
494,POINT (29.00971 41.06154),POINT (29.0084154 41.0687452),716.5198397321859
495,POINT (28.99838 41.04908),POINT (29.0004588 41.0487174),233.0985875514785
496,POINT (29.04106 41.06949),POINT (29.03654855 41.07449),698.0071956801523
497,POINT (29.01941 41.06255),POINT (29.016612 41.066644),505.2245904548283
498,POINT (29.01209 41.04371),POINT (29.0004588 41.0487174),1378.3872048850524
499,POINT (29.00041 41.04346),POINT (29.0004588 41.0487174),512.3017274195641
500,POINT (29.0026 41.05945),POINT (28.9995352 41.0557256),497.0751756005743
501,POINT (29.0002 41.04837),POINT (29.0004588 41.0487174),44.369165858386914
502,POINT (29.03256 41.0738),POINT (29.03654855 41.07449),447.15620404431814
503,POINT (29.00214 41.05659),POINT (28.9995352 41.0557256),300.7399785569712
504,POINT (29.01842000000001 41.08069),POINT (29.0224208 41.0793328),462.7250961010425
505,POINT (29.00012000000001 41.0448),POINT (29.0004588 41.0487174),383.54875616720466
506,POINT (29.00619 41.0464),POINT (29.0004588 41.0487174),674.1601489935691
507,POINT (28.99883 41.04854),POINT (29.0004588 41.0487174),181.35495167101163
508,POINT (29.01205 41.04651),POINT (29.0004588 41.0487174),1302.5989406818628
509,POINT (29.02322 41.0535),POINT (29.016612 41.066644),1475.1526149209024
510,POINT (29.00505 41.04916),POINT (29.0004588 41.0487174),510.69347941334775
511,POINT (29.00793 41.05939),POINT (28.9995352 41.0557256),996.5973864773716
512,POINT (29.00446 41.04452),POINT (29.0004588 41.0487174),603.2711841143404
513,POINT (29.00237000000001 41.04897),POINT (29.0004588 41.0487174),213.2544572032425
514,POINT (29.03204 41.09005),POINT (29.02571553100006 41.07891799500004),1291.2290765913065
515,POINT (29.00688 41.04671),POINT (29.0004588 41.0487174),738.0864993263808
516,POINT (29.03406 41.08125),POINT (29.03654855 41.07449),713.8986474966222
517,POINT (29.04242 41.07675),POINT (29.03654855 41.07449),686.9924560551461
518,POINT (29.00454 41.04681),POINT (29.0004588 41.0487174),489.03443748308905
519,POINT (29.00656 41.05722),POINT (28.9995352 41.0557256),792.0977793492482
520,POINT (29.0008 41.04485),POINT (29.0004588 41.0487174),378.7257726354063
521,POINT (29.02292000000001 41.05645),POINT (29.016612 41.066644),1214.5247496357692
522,POINT (29.01121 41.04546),POINT (29.0004588 41.0487174),1233.1603807893719
523,POINT (29.00138 41.04963),POINT (29.0004588 41.0487174),135.39541069807908
524,POINT (29.00505 41.04201),POINT (29.0004588 41.0487174),828.2924161595294
525,POINT (29.03081 41.07108),POINT (29.03654855 41.07449),717.5486938476747
526,POINT (29.02239 41.07624000000001),POINT (29.0224208 41.0793328),301.3133831176194
527,POINT (29.0035 41.05148),POINT (29.0001178 41.0527306),394.1766997642441
528,POINT (29.00549 41.06292),POINT (29.0009636 41.065532),562.549221930228
529,POINT (29.00609 41.05362),POINT (29.0001178 41.0527306),667.5822431742241
530,POINT (29.005 41.05379),POINT (29.0001178 41.0527306),550.8801008252833
531,POINT (29.00713 41.05056),POINT (29.0004588 41.0487174),760.8920676930126
532,POINT (29.00536 41.04675),POINT (29.0004588 41.0487174),576.0594760549724
533,POINT (28.99872 41.04893),POINT (29.0004588 41.0487174),193.83137728514103
534,POINT (29.00614 41.05623),POINT (28.9995352 41.0557256),733.696275279312
535,POINT (29.00278 41.06222),POINT (29.0009039 41.06547929999999),379.596885073042
536,POINT (29.01167 41.04534),POINT (29.0004588 41.0487174),1285.4376783959567
537,POINT (29.01629 41.07497),POINT (29.0167598 41.0740579),102.99245118917463
538,POINT (29.00638 41.04681),POINT (29.0004588 41.0487174),682.0884339547231
539,POINT (29.00206 41.04433),POINT (29.0004588 41.0487174),462.8719862208689
540,POINT (29.02539 41.04862),POINT (29.016612 41.066644),2007.411250151738
541,POINT (28.99899000000001 41.05608),POINT (28.9993687 41.0557129),55.14775677324744
542,POINT (29.00323 41.06),POINT (28.9995352 41.0557256),584.0934023345534
543,POINT (29.02664 41.05049),POINT (29.016612 41.066644),1926.6256739198682
544,POINT (29.04025 41.07897),POINT (29.03654855 41.07449),598.9355449253087
545,POINT (29.02609 41.04951),POINT (29.016612 41.066644),1972.2336293554094
546,POINT (29.00709 41.05218),POINT (29.0001178 41.0527306),774.62949770227
547,POINT (29.02338 41.04862),POINT (29.016612 41.066644),1909.4228324398118
548,POINT (29.02474 41.08481),POINT (29.0224208 41.0793328),592.2614005414991
549,POINT (29.02104000000001 41.0742),POINT (29.0183963 41.0726145),331.2357015179258
550,POINT (29.00314 41.04429),POINT (29.0004588 41.0487174),523.8436281226258
551,POINT (29.00627 41.04828),POINT (29.0004588 41.0487174),645.4975753001382
552,POINT (29.00279 41.04394),POINT (29.0004588 41.0487174),532.3985569014015
553,POINT (28.99957 41.04311),POINT (29.0004588 41.0487174),555.1884723444647
554,POINT (28.99814000000001 41.04834),POINT (29.0004588 41.0487174),259.62349617825186
555,POINT (29.0016 41.06093),POINT (29.0009039 41.06547929999999),449.9377004031813
556,POINT (29.03672000000001 41.06558),POINT (29.03654855 41.07449),868.0823910204233
557,POINT (29.01972 41.07365),POINT (29.0183963 41.0726145),178.0493855272216
558,POINT (28.99877 41.04954),POINT (29.0004588 41.0487174),203.61907814546444
559,POINT (29.00793 41.04292),POINT (29.0004588 41.0487174),1002.3914227122715
560,POINT (29.0053 41.04907),POINT (29.0004588 41.0487174),537.6770809408681
561,POINT (28.99999 41.04666),POINT (29.0004588 41.0487174),207.09464897047096
562,POINT (29.00629 41.05126),POINT (29.0001178 41.0527306),698.946174856655
563,POINT (28.9999 41.04912),POINT (29.0004588 41.0487174),73.3133629671074
564,POINT (29.01284 41.04764),POINT (29.0004588 41.0487174),1376.2903126678964
565,POINT (29.0137 41.04768),POINT (29.0004588 41.0487174),1471.076605814689
566,POINT (29.01933 41.05115),POINT (29.016612 41.066644),1539.2251809851919
567,POINT (29.00235 41.04326),POINT (29.0004588 41.0487174),571.5783471390357
568,POINT (29.02752000000001 41.05328),POINT (29.016612 41.066644),1776.687297425293
569,POINT (29.00535 41.04871),POINT (29.0004588 41.0487174),542.1206057833537
570,POINT (29.01202 41.04644),POINT (29.0004588 41.0487174),1300.4659671338084
571,POINT (29.00696 41.06404000000001),POINT (29.0084154 41.0687452),485.98797940400453
572,POINT (29.01922 41.07406),POINT (29.0183963 41.0726145),167.82687222323594
573,POINT (29.02695 41.04834),POINT (29.016612 41.066644),2119.5584851028766
574,POINT (29.03553 41.06098),POINT (29.03654855 41.07449),1320.7763041287012
575,POINT (29.01139 41.04855),POINT (29.0004588 41.0487174),1211.6787600825464
576,POINT (28.99859 41.04848),POINT (29.0004588 41.0487174),208.4175472757064
577,POINT (29.04487 41.08228),POINT (29.03654855 41.07449),1194.3105779971067
578,POINT (29.00202 41.06013),POINT (28.9995352 41.0557256),509.9247561661799
579,POINT (29.00193 41.06088),POINT (29.0009039 41.06547929999999),462.35033240488514
580,POINT (29.02549 41.04841),POINT (29.016612 41.066644),2030.6769945474828
581,POINT (29.01093 41.09109),POINT (29.01134024300007 41.08607120700003),491.08285408330886
582,POINT (29.02508 41.04866),POINT (29.016612 41.066644),1987.5519605669663
583,POINT (29.03568 41.08552),POINT (29.03654855 41.07449),1078.6816218409974
584,POINT (29.00223 41.04416),POINT (29.0004588 41.0487174),485.5202297692768
585,POINT (28.99873 41.04725),POINT (29.0004588 41.0487174),239.08044175997142
586,POINT (29.0229 41.05197),POINT (29.016612 41.066644),1590.3851912505959
587,POINT (29.00699 41.04968),POINT (29.0004588 41.0487174),729.9417217561211
588,POINT (29.00686 41.04423),POINT (29.0004588 41.0487174),833.3888001863556
589,POINT (29.00692 41.04568),POINT (29.0004588 41.0487174),774.8756816586665
590,POINT (29.03713 41.08415),POINT (29.03654855 41.07449),943.1303379903476
591,POINT (29.03553 41.08386),POINT (29.03654855 41.07449),919.6411586003818
592,POINT (29.00328 41.04554),POINT (29.0004588 41.0487174),440.0286251863318
593,POINT (29.0096 41.05438),POINT (29.0001178 41.0527306),1063.1839574807498
594,POINT (29.00007 41.04533),POINT (29.0004588 41.0487174),332.86492731563396
595,POINT (29.01167 41.04645),POINT (29.0004588 41.0487174),1262.0887501738607
596,POINT (29.02503 41.04892),POINT (29.016612 41.066644),1962.621069346763
597,POINT (28.99903 41.04088),POINT (29.0004588 41.0487174),779.9165273761914
598,POINT (29.00551 41.048),POINT (29.0004588 41.0487174),564.2007185451706
599,POINT (29.00732 41.0599),POINT (29.0009636 41.065532),893.0145891293461
600,POINT (29.03327 41.08859),POINT (29.02571553100006 41.07891799500004),1260.458471979893
601,POINT (29.00408 41.05953),POINT (28.9995352 41.0557256),625.4211221103552
602,POINT (29.011 41.04473),POINT (29.0004588 41.0487174),1231.2443093555564
603,POINT (29.00127 41.05694),POINT (28.9995352 41.0557256),225.77117781918457
604,POINT (29.00089 41.04121),POINT (29.0004588 41.0487174),733.067683648864
605,POINT (29.04458 41.06908),POINT (29.03654855 41.07449),1034.4466266291797
606,POINT (29.00502 41.04497),POINT (29.0004588 41.0487174),623.616144986838
607,POINT (29.00211 41.04668),POINT (29.0004588 41.0487174),270.0063570901038
608,POINT (29.03716 41.08379),POINT (29.03654855 41.07449),908.3917831657463
609,POINT (29.00309 41.0546),POINT (29.0001178 41.0527306),376.4306240270789
610,POINT (28.99963 41.04435),POINT (29.0004588 41.0487174),435.35620176025583
611,POINT (29.0048 41.05643),POINT (28.9995352 41.0557256),587.5508503862145
612,POINT (29.00247 41.04634),POINT (29.0004588 41.0487174),321.48245955348875
613,POINT (29.00355 41.04604000000001),POINT (29.0004588 41.0487174),430.6306306963618
614,POINT (29.00397 41.04515),POINT (29.0004588 41.0487174),521.798599247489
615,POINT (29.00353 41.04563),POINT (29.0004588 41.0487174),454.2778470109069
616,POINT (29.00481 41.04437),POINT (29.0004588 41.0487174),641.8847490822959
617,POINT (29.00933 41.08909),POINT (29.01134024300007 41.08607120700003),368.9834681064675
618,POINT (29.00226 41.04829),POINT (29.0004588 41.0487174),203.93477483411598
619,POINT (29.02579 41.06429),POINT (29.016612 41.066644),1042.7823740259796
620,POINT (28.99855 41.04813),POINT (29.0004588 41.0487174),219.16882378250074
621,POINT (29.03323 41.08922000000001),POINT (29.02571553100006 41.07891799500004),1304.1306106787822
622,POINT (29.01387 41.08612),POINT (29.01358085300007 41.08387684500008),220.8790150737229
623,POINT (29.04193 41.06886),POINT (29.03654855 41.07449),810.2339283514269
624,POINT (28.99949 41.04859),POINT (29.0004588 41.0487174),108.09286932726553
625,POINT (28.99992 41.04724),POINT (29.0004588 41.0487174),155.85121459189992
626,POINT (29.02873 41.08582),POINT (29.02571553100006 41.07891799500004),750.787765434328
627,POINT (29.00581 41.0492),POINT (29.0004588 41.0487174),594.9657262930292
628,POINT (29.00973 41.09033),POINT (29.01134024300007 41.08607120700003),451.68516573993696
629,POINT (29.0311 41.08632),POINT (29.02571553100006 41.07891799500004),935.9864937527731
630,POINT (29.02145 41.06134),POINT (29.016612 41.066644),744.6731303144513
631,POINT (29.01488 41.09329),POINT (29.017713 41.0877267),626.3829582037124
632,POINT (29.00002000000001 41.04574),POINT (29.0004588 41.0487174),294.1622576338817
633,POINT (29.00287 41.04182),POINT (29.0004588 41.0487174),723.2507180206551
634,POINT (29.00396 41.04685),POINT (29.0004588 41.0487174),428.59811351552844
635,POINT (28.99959 41.0462),POINT (29.0004588 41.0487174),263.51667924534416
636,POINT (29.0059 41.05271),POINT (29.0001178 41.0527306),640.8779884238864
637,POINT (29.0071 41.05608),POINT (28.9995352 41.0557256),839.1615824908096
638,POINT (29.02267 41.05098),POINT (29.016612 41.066644),1667.182483717967
639,POINT (29.01973 41.0748),POINT (29.0183963 41.0726145),259.1979727536129
640,POINT (29.00788 41.04626),POINT (29.0004588 41.0487174),856.6759035591905
641,POINT (29.00451 41.05791),POINT (28.9995352 41.0557256),591.0396823304994
642,POINT (29.02387 41.05128),POINT (29.016612 41.066644),1699.242963067191
643,POINT (28.99998 41.04509),POINT (29.0004588 41.0487174),357.4108718859879
644,POINT (29.02748 41.07049),POINT (29.0253075 41.0777839),750.2213802486082
645,POINT (29.0214 41.08841),POINT (29.0178818 41.0876828),396.3266981856288
646,POINT (29.03568 41.08209),POINT (29.03654855 41.07449),746.5112566731407
647,POINT (28.99841 41.04832),POINT (29.0004588 41.0487174),230.35817194957383
648,POINT (29.02204 41.04907),POINT (29.016612 41.066644),1814.700424998621
649,POINT (29.00568 41.04921),POINT (29.0004588 41.0487174),580.6829801376301
650,POINT (29.02108 41.09645),POINT (29.0178818 41.0876828),924.7435121847782
651,POINT (29.02141 41.05063),POINT (29.016612 41.066644),1648.2468120602152
652,POINT (29.00504 41.05625),POINT (28.9995352 41.0557256),612.2647218580119
653,POINT (29.00144 41.04404),POINT (29.0004588 41.0487174),468.55210652627494
654,POINT (29.00512 41.05675),POINT (28.9995352 41.0557256),626.9917560745715
655,POINT (29.0036 41.04324),POINT (29.0004588 41.0487174),637.2211701551067
656,POINT (29.00577 41.04843),POINT (29.0004588 41.0487174),589.3368637276185
657,POINT (29.01219 41.04676),POINT (29.0004588 41.0487174),1314.150115037586
658,POINT (29.01226 41.0465),POINT (29.0004588 41.0487174),1325.719005464703
659,POINT (28.99872 41.04442),POINT (29.0004588 41.0487174),460.9565983493455
660,POINT (29.01148 41.0436),POINT (29.0004588 41.0487174),1319.3852467506192
661,POINT (29.02215 41.05335),POINT (29.016612 41.066644),1433.2047505510996
662,POINT (29.02668 41.05432),POINT (29.016612 41.066644),1639.0964754963775
663,POINT (29.00065 41.0484),POINT (29.0004588 41.0487174),37.49090925975233
664,POINT (29.02308 41.04895),POINT (29.016612 41.066644),1866.8846053527554
665,POINT (29.00093 41.05916),POINT (28.9995352 41.0557256),368.62643874906036
666,POINT (29.00235 41.04733),POINT (29.0004588 41.0487174),249.4241779906118
667,POINT (28.9992 41.04278),POINT (29.0004588 41.0487174),595.1203849732501
668,POINT (29.02498 41.05281),POINT (29.016612 41.066644),1636.0036435328125
669,POINT (29.02125 41.05062),POINT (29.016612 41.066644),1643.5373844895173
670,POINT (29.02506 41.08069),POINT (29.02571553100006 41.07891799500004),187.2876072752218
671,POINT (29.04348 41.08124),POINT (29.03654855 41.07449),1011.1733686408975
672,POINT (29.04183 41.08822),POINT (29.03654855 41.07449),1459.8359928918496
673,POINT (29.00077000000001 41.04549),POINT (29.0004588 41.0487174),316.35840524572666
674,POINT (29.00258 41.04785),POINT (29.0004588 41.0487174),249.8348907872545
675,POINT (29.00174 41.04663),POINT (29.0004588 41.0487174),248.05852324889167
676,POINT (29.00699 41.04354),POINT (29.0004588 41.0487174),882.3265448034156
677,POINT (29.00785 41.04582),POINT (29.0004588 41.0487174),866.488681016475
678,POINT (29.00301 41.05942),POINT (28.9995352 41.0557256),527.1698073766987
679,POINT (29.00715 41.05456),POINT (29.0001178 41.0527306),799.5421035122972
680,POINT (28.99861 41.04244),POINT (29.0004588 41.0487174),645.0770338553559
681,POINT (29.02421 41.04822),POINT (29.016612 41.066644),1982.6032950667493
682,POINT (29.00221 41.04274),POINT (29.0004588 41.0487174),613.9142070499752
683,POINT (29.00698 41.05537),POINT (29.0001178 41.0527306),802.879460687236
684,POINT (29.03072 41.08907),POINT (29.02571553100006 41.07891799500004),1133.8657385221045
685,POINT (29.02426 41.05226),POINT (29.016612 41.066644),1637.7280235962744
686,POINT (29.0102 41.04383),POINT (29.0004588 41.0487174),1180.026014120819
687,POINT (29.0019 41.0625),POINT (29.0009039 41.06547929999999),310.5810735972912
688,POINT (28.99793 41.04876),POINT (29.0004588 41.0487174),280.31218361833083
689,POINT (29.00177 41.04794),POINT (29.0004588 41.0487174),163.8840484242255
