point_of_origin,nearest_point,distance_in_meter
POINT (29.05303 40.97562),POINT (29.0545995 40.9745877),200.91919594923303
POINT (29.02332 40.98936),POINT (29.0381205 40.9852841),1687.7955249251622
POINT (29.02841 40.98919),POINT (29.0381205 40.9852841),1141.5443386164095
POINT (29.03079 40.98563),POINT (29.0381205 40.9852841),813.1840467184392
POINT (29.06629 40.9791),POINT (29.0609895 40.9713669),955.1013637475681
POINT (29.02514 40.99541),POINT (29.01217945 41.0053215),1730.8640738170488
POINT (29.0299 40.98806),POINT (29.0381205 40.9852841),950.405063225278
POINT (29.07481 40.97256),POINT (29.0763525 40.9626436),980.558933721403
POINT (29.03568 40.99444),POINT (29.0381205 40.9852841),931.9431187090912
POINT (29.0572 40.98112),POINT (29.0545995 40.9745877),698.4076619396477
POINT (29.02871 40.99361),POINT (29.0381205 40.9852841),1321.2234741712466
POINT (29.02936 40.98534),POINT (29.0381205 40.9852841),970.9968619032544
POINT (29.09587 40.95656),POINT (29.08519469200007 40.95789641000005),1190.353420540334
POINT (29.02863 40.99559),POINT (29.0381205 40.9852841),1454.0418388454198
POINT (29.02294 40.98524000000001),POINT (29.0381205 40.9852841),1682.5554580869648
POINT (29.0331 40.98827),POINT (29.0381205 40.9852841),627.8778835454837
POINT (29.03094 40.99249),POINT (29.0381205 40.9852841),1061.1594589569527
POINT (29.10608 40.9577),POINT (29.09758958000003 40.97528789900008),1953.6498728805498
POINT (29.04463 40.99427),POINT (29.04693296500005 40.98701972100001),750.8651987637913
POINT (29.0897 40.96208),POINT (29.08519469200007 40.95789641000005),644.3990788940125
POINT (29.03323 41.0002),POINT (29.0428689 41.0072355),1269.2364959220872
POINT (29.04063 40.9923),POINT (29.0381205 40.9852841),737.7995907994562
POINT (29.03169 40.995),POINT (29.0381205 40.9852841),1184.7529560949783
POINT (29.08661 40.98377),POINT (29.0842411 40.9815672),339.0172946284292
POINT (29.02588 40.98825),POINT (29.0381205 40.9852841),1387.111499169614
POINT (29.0252 40.99483),POINT (29.0381205 40.9852841),1707.4640155553973
POINT (29.02565 40.98727),POINT (29.0381205 40.9852841),1395.6551486036205
POINT (29.0774 40.97423),POINT (29.0842411 40.9815672),1041.7613786112588
POINT (29.09718 40.95534),POINT (29.08519469200007 40.95789641000005),1351.5307157171367
POINT (29.03075 40.99459),POINT (29.0381205 40.9852841),1220.2538743456537
POINT (29.02867 40.99553),POINT (29.0381205 40.9852841),1446.7998814390671
POINT (29.03154 41.0061),POINT (29.0428689 41.0072355),1260.5159469271532
POINT (29.026 40.98868),POINT (29.0381205 40.9852841),1383.5182044802875
POINT (29.03721 40.99368),POINT (29.0381205 40.9852841),823.9936726162299
POINT (29.03217 40.98616),POINT (29.0381205 40.9852841),665.0271865094091
POINT (29.03563 40.99563),POINT (29.0381205 40.9852841),1044.8575026235296
POINT (29.03084 40.98465),POINT (29.0381205 40.9852841),809.3043178888806
POINT (29.02558 40.98808),POINT (29.0381205 40.9852841),1416.3729843831316
POINT (29.09912000000001 40.96519),POINT (29.09758958000003 40.97528789900008),997.5236651662602
POINT (29.04831 40.99816),POINT (29.0550429 41.0006797),785.5637175153969
POINT (29.04503 40.98909),POINT (29.04693296500005 40.98701972100001),291.7938389874177
POINT (29.02288 40.97964),POINT (29.0381205 40.9852841),1776.4205362416767
POINT (29.0288 40.98904),POINT (29.0381205 40.9852841),1095.9198882876499
POINT (29.0294 40.99727),POINT (29.0381205 40.9852841),1515.6855368908434
POINT (29.0277 40.99484),POINT (29.0381205 40.9852841),1483.3689807236362
POINT (29.04719 40.98401),POINT (29.04693296500005 40.98701972100001),294.5121291405563
POINT (29.02513 40.99015),POINT (29.0381205 40.9852841),1515.8293325223817
POINT (29.0823 40.96905),POINT (29.0801286 40.9609437),825.1301079411936
POINT (29.0262 40.99528),POINT (29.0381205 40.9852841),1641.2498944096067
POINT (29.04339 40.99216),POINT (29.04693296500005 40.98701972100001),636.2790745168278
POINT (29.03393 40.9942),POINT (29.0381205 40.9852841),984.8530327307831
POINT (29.06318 40.97602),POINT (29.0609895 40.9713669),514.0674685579098
POINT (29.08292 40.97217),POINT (29.09154825 40.9725396),957.0078322639224
POINT (29.02372 40.9889),POINT (29.0381205 40.9852841),1634.4999760583066
POINT (29.03033 40.99584),POINT (29.0381205 40.9852841),1342.6876286520703
POINT (29.02403 40.98366),POINT (29.0381205 40.9852841),1569.7310598366269
POINT (29.0248 40.98927),POINT (29.0381205 40.9852841),1526.5943678832343
POINT (29.02863 40.99442),POINT (29.0381205 40.9852841),1377.8278536447044
POINT (29.02844 40.99461),POINT (29.0381205 40.9852841),1405.8592470413669
POINT (29.04376 40.98951),POINT (29.04693296500005 40.98701972100001),427.2080532437432
POINT (29.02769 40.99743),POINT (29.0381205 40.9852841),1654.164937969411
POINT (29.05198 40.97909),POINT (29.0545995 40.9745877),525.8847583605842
POINT (29.02568 40.99211),POINT (29.0381205 40.9852841),1530.8001308215198
POINT (29.02553 40.98488),POINT (29.0381205 40.9852841),1396.0393615887751
POINT (29.02356 40.98495),POINT (29.0381205 40.9852841),1614.1596782598067
POINT (29.0302 40.99556),POINT (29.0381205 40.9852841),1331.3747980389621
POINT (29.03063 40.99473),POINT (29.0381205 40.9852841),1239.2887200534487
POINT (29.02977000000001 40.98811),POINT (29.0381205 40.9852841),965.6041844547614
POINT (29.02443 40.99631),POINT (29.01217945 41.0053215),1616.8997611831846
POINT (29.04711 40.99903),POINT (29.0550429 41.0006797),893.8143861153599
POINT (29.04547 41.00349),POINT (29.0428689 41.0072355),464.9684610573109
POINT (29.02701 40.98455),POINT (29.0381205 40.9852841),1233.5211301774734
POINT (29.02634 40.99639000000001),POINT (29.0381205 40.9852841),1695.6372169433657
POINT (29.0306 41.00262),POINT (29.0428689 41.0072355),1432.2287271726918
POINT (29.0709 40.9748),POINT (29.0609895 40.9713669),1148.1938947970289
POINT (29.03718 40.99765),POINT (29.0428689 41.0072355),1126.615348594774
POINT (29.03163 40.9939),POINT (29.0381205 40.9852841),1105.368400035907
POINT (29.02747 40.98506),POINT (29.0381205 40.9852841),1180.6638918361803
POINT (29.09027 40.96581),POINT (29.09154825 40.9725396),670.2943340330327
POINT (29.02504 40.98588),POINT (29.0381205 40.9852841),1450.9555850606257
POINT (29.08956 40.96051),POINT (29.08519469200007 40.95789641000005),546.6671708555633
POINT (29.02937 40.99218),POINT (29.0381205 40.9852841),1179.766600054561
POINT (29.04387 40.97313),POINT (29.0400193 40.9830405),1055.4233585162563
POINT (29.02684 40.98899),POINT (29.0381205 40.9852841),1301.3581874596116
POINT (29.0841 40.9623),POINT (29.081701 40.959921),352.6338458108178
POINT (29.02649000000001 40.98498),POINT (29.0381205 40.9852841),1289.421860034715
POINT (29.08498 40.96745),POINT (29.08063247100005 40.96062811900004),820.5727795623703
POINT (29.03297 40.99737),POINT (29.0381205 40.9852841),1308.343805611887
POINT (29.0274 40.99715),POINT (29.0381205 40.9852841),1657.6562111010207
POINT (29.02272 40.98719000000001),POINT (29.0381205 40.9852841),1717.000578565109
POINT (29.03643 40.99587),POINT (29.0381205 40.9852841),1047.9939599557063
POINT (29.02998 40.99704000000001),POINT (29.0381205 40.9852841),1457.8571632747323
POINT (29.02602000000001 40.99563),POINT (29.0381205 40.9852841),1677.60946979039
POINT (29.02858 40.99392),POINT (29.0381205 40.9852841),1351.2171853181228
POINT (29.02734 40.9863),POINT (29.0381205 40.9852841),1198.9614991276635
POINT (29.04281 40.99714),POINT (29.0428689 41.0072355),983.3102917162249
POINT (29.02543 40.99344),POINT (29.0381205 40.9852841),1615.4250672011242
POINT (29.04483 40.99813),POINT (29.0428689 41.0072355),913.1036404755529
POINT (29.02696 40.99455),POINT (29.0381205 40.9852841),1531.268939028755
POINT (29.08836 40.98252),POINT (29.0842411 40.9815672),465.85627757681294
POINT (29.03404 40.99404000000001),POINT (29.0381205 40.9852841),965.3659802440271
POINT (29.07056 40.98366),POINT (29.06724095 40.98946395),674.3374521475783
POINT (29.09474 40.98061),POINT (29.09758958000003 40.97528789900008),606.7795435631884
POINT (29.03164 40.98545),POINT (29.0381205 40.9852841),718.456660131683
POINT (29.02431 40.98785),POINT (29.0381205 40.9852841),1550.9763903801627
POINT (29.06564 40.97496),POINT (29.0609895 40.9713669),622.9856448416915
POINT (29.02335 40.98545),POINT (29.0381205 40.9852841),1637.1869136725138
POINT (29.02671 40.99335),POINT (29.0381205 40.9852841),1488.8802229868636
POINT (29.03115 40.98622),POINT (29.0381205 40.9852841),777.9445488717042
POINT (29.02981 40.99323),POINT (29.0381205 40.9852841),1203.1168508119615
POINT (29.02858 40.98977),POINT (29.0381205 40.9852841),1144.159574668995
POINT (29.02916 40.994),POINT (29.0381205 40.9852841),1306.5730560920388
POINT (29.02572 40.9842),POINT (29.0381205 40.9852841),1378.4762786187202
POINT (29.0247 40.98443),POINT (29.0381205 40.9852841),1489.8032115045369
POINT (29.03111 40.98867),POINT (29.0381205 40.9852841),844.1153793079543
POINT (29.02925 40.98874),POINT (29.0381205 40.9852841),1039.2064151900174
POINT (29.02934 40.99546),POINT (29.0381205 40.9852841),1389.1023429723052
POINT (29.03662000000001 40.98897),POINT (29.0381205 40.9852841),395.6702644873967
POINT (29.04876 40.98209),POINT (29.04693296500005 40.98701972100001),521.0829387263789
POINT (29.09568 40.9707),POINT (29.09154825 40.9725396),491.72369748022504
POINT (29.07707000000001 40.97242),POINT (29.0763525 40.9626436),955.2137226184204
POINT (29.04259 40.99017),POINT (29.04693296500005 40.98701972100001),570.8323727822109
POINT (29.02873 40.99819),POINT (29.0381205 40.9852841),1632.0732523966988
POINT (29.03021 40.99688),POINT (29.0381205 40.9852841),1429.8750337204228
POINT (29.02963 40.99527),POINT (29.0381205 40.9852841),1353.4130895861254
POINT (29.02616 40.99571),POINT (29.0381205 40.9852841),1669.9575291254293
POINT (29.03203 40.99147),POINT (29.0381205 40.9852841),904.8479313221513
POINT (29.0954 40.95857),POINT (29.08519469200007 40.95789641000005),1133.0276341234037
POINT (29.02568 40.98581),POINT (29.0381205 40.9852841),1379.8101518105198
POINT (29.03159 40.99232),POINT (29.0381205 40.9852841),996.7958456914348
POINT (29.07314 40.98079),POINT (29.06724095 40.98946395),1068.1108067476414
POINT (29.0452 40.99905),POINT (29.0428689 41.0072355),838.069074520207
POINT (29.02821 40.98222),POINT (29.0381205 40.9852841),1138.2707451972638
POINT (29.02972 40.99465),POINT (29.0381205 40.9852841),1303.538002858328
POINT (29.074 40.96721),POINT (29.0763525 40.9626436),515.438463654343
POINT (29.02983 40.99465),POINT (29.0381205 40.9852841),1294.8573825647895
POINT (29.02647 40.98904),POINT (29.0381205 40.9852841),1342.126145910177
POINT (29.08772 40.96117),POINT (29.08519469200007 40.95789641000005),424.16800586512716
POINT (29.08741 40.96107),POINT (29.08519469200007 40.95789641000005),394.6568782676032
POINT (29.02808 40.9876),POINT (29.0381205 40.9852841),1135.4862177856637
POINT (29.02817000000001 40.99628),POINT (29.0381205 40.9852841),1537.3884847576976
POINT (29.02999 40.99322),POINT (29.0381205 40.9852841),1187.2772157708434
POINT (29.02666 40.98347),POINT (29.0381205 40.9852841),1282.4718895524948
POINT (29.0266 40.99062),POINT (29.0381205 40.9852841),1378.622425723051
POINT (29.02676 40.99158),POINT (29.0381205 40.9852841),1400.5635530706072
POINT (29.02237 40.98834),POINT (29.0381205 40.9852841),1770.9242689631915
POINT (29.02849 40.98576),POINT (29.0381205 40.9852841),1068.4152504491356
POINT (29.02724000000001 40.99428),POINT (29.0381205 40.9852841),1490.699024261349
POINT (29.05089000000001 40.99042),POINT (29.04693296500005 40.98701972100001),549.5682659454089
POINT (29.07376 40.97325),POINT (29.0763525 40.9626436),1071.9586669348687
POINT (29.03245 40.9892),POINT (29.0381205 40.9852841),735.1863708184991
POINT (29.03158 40.9932),POINT (29.0381205 40.9852841),1058.3224857569555
POINT (29.0283 40.99421),POINT (29.0381205 40.9852841),1393.0933335225836
POINT (29.03943 40.97081),POINT (29.0400193 40.9830405),1193.0598801990689
POINT (29.03098 40.98814),POINT (29.0381205 40.9852841),838.89352369866
POINT (29.05344 40.97702),POINT (29.0545995 40.9745877),269.4939692590299
POINT (29.09772 40.96682),POINT (29.09154825 40.9725396),882.0250908021441
POINT (29.04613 41.00354),POINT (29.0428689 41.0072355),510.09386024370775
POINT (29.0277 40.98857),POINT (29.0381205 40.9852841),1198.4998382008835
POINT (29.04856 40.97082),POINT (29.0545995 40.9745877),763.3720966854185
POINT (29.04426 40.99589),POINT (29.04693296500005 40.98701972100001),913.3167746217326
POINT (29.07028 40.97078),POINT (29.0609895 40.9713669),1031.3144729765268
POINT (29.02408 40.98461),POINT (29.0381205 40.9852841),1557.581491879355
POINT (29.04064 40.99734),POINT (29.0428689 41.0072355),994.976090085002
POINT (29.02998 40.98949),POINT (29.0381205 40.9852841),990.9185877371033
POINT (29.03702 40.99499),POINT (29.0381205 40.9852841),953.2263465763972
POINT (29.03336 40.99071),POINT (29.0381205 40.9852841),746.8098573583698
POINT (29.09431 40.97745),POINT (29.09758958000003 40.97528789900008),420.03948205916737
POINT (29.02217000000001 40.9895),POINT (29.0381205 40.9852841),1814.965885209533
POINT (29.08529 40.96397),POINT (29.081701 40.959921),560.0393678780297
POINT (29.02356 40.98545),POINT (29.0381205 40.9852841),1613.9124719302745
POINT (29.02474 40.99303),POINT (29.0381205 40.9852841),1663.9495207959667
POINT (29.02701 40.9871),POINT (29.0381205 40.9852841),1244.0855869978182
POINT (29.07745 40.96071),POINT (29.0763525 40.9626436),224.1475194066317
POINT (29.02938 40.99488),POINT (29.0381205 40.9852841),1346.1754663544077
POINT (29.03161 40.98428),POINT (29.0381205 40.9852841),728.1981019880526
POINT (29.03289 40.99427),POINT (29.0381205 40.9852841),1049.8552212427398
POINT (29.02603 40.98472),POINT (29.0381205 40.9852841),1341.192294843858
POINT (29.0251 40.98446),POINT (29.0381205 40.9852841),1445.3747916771877
POINT (29.09894 40.95904),POINT (29.08519469200007 40.95789641000005),1527.5550480343177
POINT (29.02609 40.98661),POINT (29.0381205 40.9852841),1339.6563639808664
POINT (29.07524 40.98265),POINT (29.0842411 40.9815672),1003.2105445048327
POINT (29.07722 40.96469),POINT (29.0763525 40.9626436),221.237820817242
POINT (29.05839000000001 40.97788),POINT (29.0545995 40.9745877),528.4938241438978
POINT (29.02871 40.98954000000001),POINT (29.0381205 40.9852841),1122.3897787675912
POINT (29.02565 40.99524),POINT (29.0381205 40.9852841),1688.470676175602
POINT (29.03105 40.99679),POINT (29.0381205 40.9852841),1367.5577438933478
POINT (29.02931 40.98832),POINT (29.0381205 40.9852841),1020.3173699408268
POINT (29.02633 40.99052),POINT (29.0381205 40.9852841),1402.8146235081806
POINT (29.02969 40.98466),POINT (29.0381205 40.9852841),936.3810779194123
POINT (29.03043 40.9842),POINT (29.0381205 40.9852841),858.9029804904826
POINT (29.03495 40.99621),POINT (29.0381205 40.9852841),1120.7492758824926
POINT (29.09225 40.95348),POINT (29.08519469200007 40.95789641000005),892.3996161817133
POINT (29.02512 40.98194),POINT (29.0381205 40.9852841),1477.2886107968466
POINT (29.02863 40.99496),POINT (29.0381205 40.9852841),1412.3719952902188
POINT (29.03435 40.99625),POINT (29.0381205 40.9852841),1146.976226549692
POINT (29.04046 40.9987),POINT (29.0428689 41.0072355),873.1773343877775
POINT (29.03216 40.9883),POINT (29.0381205 40.9852841),723.0104021029274
POINT (29.02832 40.99389),POINT (29.0381205 40.9852841),1372.0995911504453
POINT (29.03117 40.99173),POINT (29.0381205 40.9852841),993.8258988568031
POINT (29.03381 40.9858),POINT (29.0381205 40.9852841),480.39559712840764
POINT (29.02694 40.9857),POINT (29.0381205 40.9852841),1239.867304818778
POINT (29.03208 40.99571),POINT (29.0381205 40.9852841),1216.376182103497
POINT (29.05928 40.96647),POINT (29.0609895 40.9713669),513.1354557875693
POINT (29.06331 40.97666),POINT (29.0609895 40.9713669),576.0501675771997
POINT (29.06129 40.96644000000001),POINT (29.0609895 40.9713669),480.94363897190925
POINT (29.03671 40.99633),POINT (29.0381205 40.9852841),1087.211336891738
POINT (29.0266 40.99265),POINT (29.0381205 40.9852841),1464.6690862163646
POINT (29.02684 40.99016),POINT (29.0381205 40.9852841),1337.4615475839369
POINT (29.02372 40.98598),POINT (29.0381205 40.9852841),1597.536624526371
POINT (29.04148 40.97781),POINT (29.0400193 40.9830405),534.560367359867
POINT (29.02666 40.98362),POINT (29.0381205 40.9852841),1280.5404151004395
POINT (29.03362000000001 40.98467),POINT (29.0381205 40.9852841),502.39271410107045
POINT (29.08956 40.95509000000001),POINT (29.08519469200007 40.95789641000005),555.6533791323394
POINT (29.03254 40.98641),POINT (29.0381205 40.9852841),628.1696268380956
POINT (29.02983 40.98555),POINT (29.0381205 40.9852841),919.2535097221089
POINT (29.04045 40.98842),POINT (29.0381205 40.9852841),399.94913360335335
POINT (29.03133 40.98233),POINT (29.0381205 40.9852841),805.7649095370011
POINT (29.03313 40.9941),POINT (29.0381205 40.9852841),1021.4432454025524
POINT (29.02888 40.98336),POINT (29.0381205 40.9852841),1041.19052186642
POINT (29.03221 40.98737),POINT (29.0381205 40.9852841),685.882916976212
POINT (29.02565 40.9828),POINT (29.0381205 40.9852841),1403.204821784934
POINT (29.06278 40.96746),POINT (29.0609895 40.9713669),429.1052362123167
POINT (29.03639 41.0108),POINT (29.0428689 41.0072355),797.6243769211478
POINT (29.02221 40.98414),POINT (29.0381205 40.9852841),1766.9784832786631
POINT (29.0393 40.99453),POINT (29.0381205 40.9852841),910.0138590774662
POINT (29.02204 40.97957),POINT (29.0381205 40.9852841),1867.1962311122904
POINT (29.02918 40.99643),POINT (29.0381205 40.9852841),1469.9232730462968
POINT (29.02449 40.98096),POINT (29.0381205 40.9852841),1568.3730742680373
POINT (29.02545 40.98546),POINT (29.0381205 40.9852841),1404.4557250000287
POINT (29.02658 40.99718),POINT (29.01217945 41.0053215),1782.3089849559476
POINT (29.03003 40.98287),POINT (29.0381205 40.9852841),927.0408062653003
POINT (29.0409 40.98317),POINT (29.0400193 40.9830405),98.42521173672577
POINT (29.02968 40.98625),POINT (29.0381205 40.9852841),940.2332249750629
POINT (29.02314 40.98868),POINT (29.0381205 40.9852841),1693.0139742387175
POINT (29.05105 40.98983),POINT (29.04693296500005 40.98701972100001),532.1076618727913
POINT (29.04914 40.97197),POINT (29.0545995 40.9745877),656.6237560050982
POINT (29.02872 40.99581),POINT (29.0381205 40.9852841),1461.7917180531854
POINT (29.04084000000001 40.99011),POINT (29.0381205 40.9852841),558.3926321759477
POINT (29.04454 40.98853),POINT (29.04693296500005 40.98701972100001),303.2866901824
POINT (29.02983 41.00166),POINT (29.0428689 41.0072355),1543.8568472898826
POINT (29.05299 40.98823),POINT (29.04693296500005 40.98701972100001),681.6102752302869
POINT (29.03006 40.98817),POINT (29.0381205 40.9852841),936.5776722201434
POINT (29.03142 40.98539),POINT (29.0381205 40.9852841),742.7305212977477
POINT (29.03904 40.98954000000001),POINT (29.0381205 40.9852841),426.8802087358464
POINT (29.0352 40.99632),POINT (29.0381205 40.9852841),1122.6263417606579
POINT (29.05236 40.99035),POINT (29.04693296500005 40.98701972100001),683.3870563510183
POINT (29.02611 40.9859),POINT (29.0381205 40.9852841),1332.5505281462779
POINT (29.09311 40.9564),POINT (29.08519469200007 40.95789641000005),889.3244480836405
POINT (29.04685 40.97233),POINT (29.0545995 40.9745877),886.6256793008906
POINT (29.02928 40.99527),POINT (29.0381205 40.9852841),1380.6691215852522
POINT (29.02657 40.99099),POINT (29.0381205 40.9852841),1395.6600979338746
POINT (29.0263 40.99305),POINT (29.0381205 40.9852841),1512.8479554394355
POINT (29.03546 40.99836),POINT (29.0428689 41.0072355),1192.3412634547028
POINT (29.02495 40.9876),POINT (29.0381205 40.9852841),1477.0976085111947
POINT (29.03614 40.99502),POINT (29.0381205 40.9852841),973.3904502120117
POINT (29.0306 41.00369),POINT (29.0428689 41.0072355),1403.0077083875271
POINT (29.07961 40.97788),POINT (29.0842411 40.9815672),626.3789865746071
POINT (29.02865 40.99636),POINT (29.0381205 40.9852841),1505.255153843386
POINT (29.03019 40.99627),POINT (29.0381205 40.9852841),1384.8239367603242
POINT (29.02255 40.98285),POINT (29.0381205 40.9852841),1741.9881333021542
POINT (29.02753 40.99758),POINT (29.0381205 40.9852841),1677.0117490620855
POINT (29.0377 40.97003),POINT (29.0400193 40.9830405),1293.0642700883157
POINT (29.08585 40.96277),POINT (29.08519469200007 40.95789641000005),480.01283011957776
POINT (29.02496 40.99481),POINT (29.0381205 40.9852841),1728.7889511208957
POINT (29.02735 40.9868),POINT (29.0381205 40.9852841),1202.8601391660734
POINT (29.03066 40.98974000000001),POINT (29.0381205 40.9852841),933.8844481762476
POINT (29.029 40.9904),POINT (29.0381205 40.9852841),1127.0373215778661
POINT (29.04608 41.00679),POINT (29.0428689 41.0072355),358.54229963538677
POINT (29.05185 40.97236),POINT (29.0545995 40.9745877),374.083534561245
POINT (29.03778 40.98532),POINT (29.0381205 40.9852841),37.90144184972489
POINT (29.03109000000001 40.99285),POINT (29.0381205 40.9852841),1072.5333784615427
POINT (29.02683 40.99222),POINT (29.0381205 40.9852841),1422.1290165009252
POINT (29.04746 40.98565),POINT (29.04693296500005 40.98701972100001),145.63228003753423
POINT (29.02853 40.98499),POINT (29.0381205 40.9852841),1063.3616371963928
POINT (29.02681 40.9954),POINT (29.0381205 40.9852841),1594.5250382829372
POINT (29.0348 40.99636),POINT (29.0381205 40.9852841),1139.891863318584
POINT (29.03113 40.98377),POINT (29.0381205 40.9852841),788.7131755793345
POINT (29.04156 41.00639),POINT (29.0428689 41.0072355),166.81763738265394
POINT (29.06309000000001 40.96677),POINT (29.0609895 40.9713669),504.570649738606
POINT (29.0276 40.98363),POINT (29.0381205 40.9852841),1177.1325240693375
POINT (29.02829 40.99563),POINT (29.0381205 40.9852841),1484.1761168682006
POINT (29.10467 40.96468),POINT (29.09758958000003 40.97528789900008),1296.9831227190957
POINT (29.07407000000001 40.98563),POINT (29.06724095 40.98946395),843.9687031492056
POINT (29.04201 40.99889),POINT (29.0428689 41.0072355),818.3996322600577
POINT (29.02834 40.99618),POINT (29.0381205 40.9852841),1517.0971697270168
POINT (29.02587 40.98663),POINT (29.0381205 40.9852841),1364.1146385756688
POINT (29.02676 40.98488),POINT (29.0381205 40.9852841),1259.7709007051733
POINT (29.02887 40.98544),POINT (29.0381205 40.9852841),1025.403808951948
POINT (29.02463 40.99271),POINT (29.0381205 40.9852841),1661.0155967145472
POINT (29.04339 40.9994),POINT (29.0428689 41.0072355),765.34783490943
POINT (29.0291 40.9857),POINT (29.0381205 40.9852841),1000.6194471343853
POINT (29.03908 40.9826),POINT (29.0400193 40.9830405),112.60324793784223
POINT (29.04313 40.98718),POINT (29.04693296500005 40.98701972100001),421.7963335277899
POINT (29.042 40.99027),POINT (29.04693296500005 40.98701972100001),631.7860935367409
POINT (29.10111 40.9615),POINT (29.09758958000003 40.97528789900008),1397.7584047546527
POINT (29.03104 40.99368),POINT (29.0381205 40.9852841),1133.4441438828796
POINT (29.02264000000001 40.98704),POINT (29.0381205 40.9852841),1724.3051133397644
POINT (29.08867 40.96061),POINT (29.08519469200007 40.95789641000005),467.08575990058483
POINT (29.03052000000001 40.9867),POINT (29.0381205 40.9852841),853.6267392543378
POINT (29.02893 40.99216),POINT (29.0381205 40.9852841),1219.103570909543
POINT (29.05935 40.97549),POINT (29.0609895 40.9713669),440.72361259966175
POINT (29.02866 40.99487),POINT (29.0381205 40.9852841),1404.0519013356682
POINT (29.02525 40.98241),POINT (29.0381205 40.9852841),1453.731247616292
POINT (29.02709 40.9928),POINT (29.0381205 40.9852841),1425.0221709407604
POINT (29.06003 40.98653),POINT (29.06724095 40.98946395),848.7698442537866
POINT (29.02321 40.97964),POINT (29.0381205 40.9852841),1741.676960261698
POINT (29.03869000000001 40.99629),POINT (29.0381205 40.9852841),1073.8629598469622
POINT (29.0377 40.99784),POINT (29.0428689 41.0072355),1079.6684162927845
POINT (29.02633 40.99669),POINT (29.0381205 40.9852841),1715.273134203798
POINT (29.0681 40.98396),POINT (29.06724095 40.98946395),544.3411923107691
POINT (29.07743 40.96099),POINT (29.0763525 40.9626436),200.46342675136816
POINT (29.08659 40.95819),POINT (29.08519469200007 40.95789641000005),157.27127786560965
POINT (29.02677000000001 40.9871),POINT (29.0381205 40.9852841),1270.4216947810326
POINT (29.09335 40.96158),POINT (29.08519469200007 40.95789641000005),972.4516054099015
POINT (29.02671 40.9963),POINT (29.0381205 40.9852841),1658.5775802064188
POINT (29.02677000000001 40.98803),POINT (29.0381205 40.9852841),1286.1670227217444
POINT (29.08585 40.98352),POINT (29.0842411 40.9815672),260.6660494756073
POINT (29.03032 40.99458),POINT (29.0381205 40.9852841),1251.9574601975698
POINT (29.03795 40.99626),POINT (29.0381205 40.9852841),1069.2549634800903
POINT (29.03408 40.98879),POINT (29.0381205 40.9852841),563.1807585695773
POINT (29.03779 40.98576),POINT (29.0381205 40.9852841),59.08109464932769
POINT (29.04017 40.99691),POINT (29.0428689 41.0072355),1049.2480221923659
POINT (29.09792 40.96917),POINT (29.09758958000003 40.97528789900008),596.6846207965461
POINT (29.03069 40.98527),POINT (29.0381205 40.9852841),823.57051380151
POINT (29.07268 40.98455),POINT (29.06724095 40.98946395),769.6590951975309
POINT (29.03582 40.99562),POINT (29.0381205 40.9852841),1038.5473022839346
POINT (29.06623 40.99048),POINT (29.06724095 40.98946395),149.48001709598262
POINT (29.07074 40.98465),POINT (29.06724095 40.98946395),608.3895721647867
POINT (29.02789000000001 40.9958),POINT (29.0381205 40.9852841),1528.0740073424927
POINT (29.08167000000001 40.97194),POINT (29.09154825 40.9725396),1096.4326230950273
POINT (29.02973 40.98999),POINT (29.0381205 40.9852841),1036.8065260916417
POINT (29.06105 40.9824),POINT (29.06724095 40.98946395),971.6103019395993
POINT (29.04664 40.99044),POINT (29.04693296500005 40.98701972100001),334.6969160287925
POINT (29.02726 40.98532),POINT (29.0381205 40.9852841),1203.7427609779654
POINT (29.09422 40.96449000000001),POINT (29.09154825 40.9725396),837.7275801444013
POINT (29.02153 40.98244),POINT (29.0381205 40.9852841),1859.582347526476
POINT (29.0338 40.99789000000001),POINT (29.0428689 41.0072355),1356.0837599151369
POINT (29.02655 40.99193),POINT (29.0381205 40.9852841),1436.5636337087503
POINT (29.05101 40.98749),POINT (29.04693296500005 40.98701972100001),454.19983551926333
POINT (29.02414000000001 40.99551),POINT (29.01217945 41.0053215),1634.3296498747393
POINT (29.03433 40.99441),POINT (29.0381205 40.9852841),983.1895964003696
POINT (29.03181 40.98772),POINT (29.0381205 40.9852841),738.5823730611717
POINT (29.07205 40.98338),POINT (29.06724095 40.98946395),796.9108335494027
POINT (29.02747 40.99617),POINT (29.0381205 40.9852841),1586.784900341387
POINT (29.02854 40.99629),POINT (29.0381205 40.9852841),1508.930740761504
POINT (29.02749 40.9974),POINT (29.0381205 40.9852841),1667.6641535839983
POINT (29.0304 40.98802),POINT (29.0381205 40.9852841),896.2491284752045
POINT (29.06964 40.9724),POINT (29.0609895 40.9713669),964.0573972988209
POINT (29.02677000000001 40.99588),POINT (29.0381205 40.9852841),1627.2603864338712
POINT (29.02555 40.98689),POINT (29.0381205 40.9852841),1402.0216285638041
POINT (29.07033 40.98862),POINT (29.06724095 40.98946395),352.10504246631024
POINT (29.02622 40.9954),POINT (29.0381205 40.9852841),1646.434926760843
POINT (29.02568 40.9892),POINT (29.0381205 40.9852841),1430.6471222449427
POINT (29.03978 41.00572),POINT (29.0428689 41.0072355),372.82824333510393
POINT (29.02403 40.99633),POINT (29.01217945 41.0053215),1578.7720197128988
