,centroid,origin_geometry,distance_origin_to_centroid,geometry
5405,POINT (28.98725545 41.06247485),POINT (28.98586 41.06324),171.70133045152588,POINT (28.98586 41.06324)
5406,POINT (28.9780884 41.0317305),POINT (28.97312 41.03485),629.0292347238955,POINT (28.97312 41.03485)
5407,POINT (28.8200919 41.0030673),POINT (28.81875 40.98837),1442.2596712306604,POINT (28.81875 40.98837)
5408,POINT (28.9868253 41.0523695),POINT (28.98463 41.05198),246.26015188532523,POINT (28.98463 41.05198)
5409,POINT (28.9459883 41.0693131),POINT (28.94252 41.07729000000001),867.4972949724337,POINT (28.94252 41.07729000000001)
5410,POINT (29.0381205 40.9852841),POINT (29.02998 40.99704000000001),1457.8571632747323,POINT (29.02998 40.99704000000001)
5411,POINT (29.0381205 40.9852841),POINT (29.02602000000001 40.99563),1677.60946979039,POINT (29.02602000000001 40.99563)
5412,POINT (28.9796001 41.03029625),POINT (28.97435 41.02448),812.3595779864811,POINT (28.97435 41.02448)
5413,POINT (28.9780884 41.0317305),POINT (28.97417 41.03701),673.3295137589602,POINT (28.97417 41.03701)
5414,POINT (29.02571553100006 41.07891799500004),POINT (29.03204 41.09005),1291.2290765913065,POINT (29.03204 41.09005)
5415,POINT (29.0004588 41.0487174),POINT (29.00688 41.04671),738.0864993263808,POINT (29.00688 41.04671)
5416,POINT (28.9780884 41.0317305),POINT (28.97667 41.0375),583.8592192730132,POINT (28.97667 41.0375)
5417,POINT (28.95731345 41.01471045),POINT (28.97137 41.00311),1925.0387676202204,POINT (28.97137 41.00311)
5418,POINT (28.9780884 41.0317305),POINT (28.97658 41.0351),368.49943077563114,POINT (28.97658 41.0351)
5419,POINT (29.0346424 41.0199689),POINT (29.0207 41.02667),1677.5388854737425,POINT (29.0207 41.02667)
5420,POINT (28.98894300000007 41.05008799900003),POINT (28.98719 41.04673),380.5715711471597,POINT (28.98719 41.04673)
5421,POINT (28.9780884 41.0317305),POINT (28.97463 41.03533),519.61269005343,POINT (28.97463 41.03533)
5422,POINT (28.9780884 41.0317305),POINT (28.97465 41.03563),538.2118398321035,POINT (28.97465 41.03563)
5423,POINT (28.9821093 41.0412067),POINT (28.98479 41.04285),337.5282963802243,POINT (28.98479 41.04285)
5424,POINT (29.0381205 40.9852841),POINT (29.02858 40.99392),1351.2171853181228,POINT (29.02858 40.99392)
5425,POINT (29.03654855 41.07449),POINT (29.03406 41.08125),713.8986474966222,POINT (29.03406 41.08125)
5426,POINT (29.0381205 40.9852841),POINT (29.02734 40.9863),1198.9614991276635,POINT (29.02734 40.9863)
5427,POINT (28.9780884 41.0317305),POINT (28.97556 41.03718),600.5097747056695,POINT (28.97556 41.03718)
5428,POINT (29.03654855 41.07449),POINT (29.04242 41.07675),686.9924560551461,POINT (29.04242 41.07675)
5429,POINT (28.97870225 41.05463435),POINT (28.98203 41.05439000000001),369.6006045513952,POINT (28.98203 41.05439000000001)
5430,POINT (28.993006 41.05005999999999),POINT (28.996 41.04914),343.73824120403134,POINT (28.996 41.04914)
5431,POINT (28.95731345 41.01471045),POINT (28.97806 41.00462),2500.9502795082853,POINT (28.97806 41.00462)
5432,POINT (28.7898883 40.98770870000001),POINT (28.79562 41.00044000000001),1395.9145691663925,POINT (28.79562 41.00044000000001)
5433,POINT (28.99013805 41.03554045),POINT (28.98626 41.03375),463.8893367432529,POINT (28.98626 41.03375)
5434,POINT (28.9796001 41.03029625),POINT (28.97956 41.03101),69.70252862236686,POINT (28.97956 41.03101)
5435,POINT (28.9780884 41.0317305),POINT (28.9763 41.03451),335.66686415568034,POINT (28.9763 41.03451)
5436,POINT (28.9780884 41.0317305),POINT (28.97637000000001 41.03416),303.8740789935949,POINT (28.97637000000001 41.03416)
5437,POINT (28.9780884 41.0317305),POINT (28.97622 41.03608),471.78222471576265,POINT (28.97622 41.03608)
5438,POINT (28.9780884 41.0317305),POINT (28.97602 41.03562),443.0036686324066,POINT (28.97602 41.03562)
5439,POINT (29.0428689 41.0072355),POINT (29.04281 40.99714),983.3102917162249,POINT (29.04281 40.99714)
5440,POINT (28.9796001 41.03029625),POINT (28.98195 41.0043),2546.8671929104444,POINT (28.98195 41.0043)
5441,POINT (29.0428689 41.0072355),POINT (29.04345 41.01116),387.62832311912354,POINT (29.04345 41.01116)
5442,POINT (29.03654855 41.07449),POINT (29.05682 41.06547),2412.458645221188,POINT (29.05682 41.06547)
5443,POINT (29.1307821 40.9830495),POINT (29.131 40.99509000000001),1171.9809640505907,POINT (29.131 40.99509000000001)
5444,POINT (29.12400894000007 40.93558331700007),POINT (29.12167 40.94293),760.5515866154932,POINT (29.12167 40.94293)
5445,POINT (28.6717497 41.05648),POINT (28.66714 41.06872),1300.9421665875368,POINT (28.66714 41.06872)
5446,POINT (29.0004588 41.0487174),POINT (29.00454 41.04681),489.03443748308905,POINT (29.00454 41.04681)
5447,POINT (28.99013805 41.03554045),POINT (28.98494 41.03538),576.3409159287221,POINT (28.98494 41.03538)
5448,POINT (28.9780884 41.0317305),POINT (28.97304 41.03607),701.399229333486,POINT (28.97304 41.03607)
5449,POINT (29.0346424 41.0199689),POINT (29.01764 41.02714),2009.7929111959668,POINT (29.01764 41.02714)
5450,POINT (29.04336283900005 41.02342207100003),POINT (29.0476 41.03209),966.0578473132912,POINT (29.0476 41.03209)
5451,POINT (28.9780884 41.0317305),POINT (28.97544000000001 41.03708),598.319401947838,POINT (28.97544000000001 41.03708)
5452,POINT (28.9995352 41.0557256),POINT (29.00656 41.05722),792.0977793492482,POINT (29.00656 41.05722)
5453,POINT (28.99013805 41.03554045),POINT (28.98691 41.03093),574.3406381639842,POINT (28.98691 41.03093)
5454,POINT (29.0381205 40.9852841),POINT (29.02543 40.99344),1615.4250672011242,POINT (29.02543 40.99344)
5455,POINT (29.0428689 41.0072355),POINT (29.04483 40.99813),913.1036404755529,POINT (29.04483 40.99813)
5456,POINT (28.95731345 41.01471045),POINT (28.97427 41.00198),2252.062631750308,POINT (28.97427 41.00198)
5457,POINT (28.9459883 41.0693131),POINT (28.94797 41.06757),277.70379503956633,POINT (28.94797 41.06757)
5458,POINT (28.9946951 41.0530658),POINT (28.99244 41.0545),286.3640319169738,POINT (28.99244 41.0545)
5459,POINT (28.9796001 41.03029625),POINT (28.9809 41.00631),2342.073807445163,POINT (28.9809 41.00631)
5460,POINT (28.9796001 41.03029625),POINT (28.98148 41.00607),2370.197354661048,POINT (28.98148 41.00607)
5461,POINT (28.99013805 41.03554045),POINT (28.98916 41.0338),201.2879107579715,POINT (28.98916 41.0338)
5462,POINT (29.01134024300007 41.08607120700003),POINT (29.00302000000001 41.08547),924.0400081695566,POINT (29.00302000000001 41.08547)
5463,POINT (29.0381205 40.9852841),POINT (29.02696 40.99455),1531.268939028755,POINT (29.02696 40.99455)
5464,POINT (28.93311846700005 41.01505125600005),POINT (28.9238 40.99937),1845.1507483380883,POINT (28.9238 40.99937)
5465,POINT (28.9796001 41.03029625),POINT (28.98113 41.00491),2479.8798587833103,POINT (28.98113 41.00491)
5466,POINT (28.9780884 41.0317305),POINT (28.97247 41.03464),684.2415939500248,POINT (28.97247 41.03464)
5467,POINT (29.0842411 40.9815672),POINT (29.08836 40.98252),465.85627757681294,POINT (29.08836 40.98252)
5468,POINT (28.9996767 41.07080525),POINT (29.00197 41.07868),808.3056850157448,POINT (29.00197 41.07868)
5469,POINT (28.95731345 41.01471045),POINT (28.9693 41.00672),1540.0035837173843,POINT (28.9693 41.00672)
5470,POINT (28.953994 41.036385),POINT (28.9474 41.03128),884.1958784885395,POINT (28.9474 41.03128)
5471,POINT (28.9821093 41.0412067),POINT (28.9764 41.04291),654.203977894633,POINT (28.9764 41.04291)
5472,POINT (28.9796001 41.03029625),POINT (28.97422000000001 41.02567),747.5761896137618,POINT (28.97422000000001 41.02567)
5473,POINT (29.256068 40.881102),POINT (29.30647 40.93099),7396.69931387269,POINT (29.30647 40.93099)
5474,POINT (28.9936129 41.0679197),POINT (28.99391 41.0721),408.67712662168435,POINT (28.99391 41.0721)
5475,POINT (28.9821093 41.0412067),POINT (28.97937 41.04497),476.1225866507215,POINT (28.97937 41.04497)
5476,POINT (28.9821093 41.0412067),POINT (28.98127 41.03646),471.8552830011832,POINT (28.98127 41.03646)
5477,POINT (29.0381205 40.9852841),POINT (29.03404 40.99404000000001),965.3659802440271,POINT (29.03404 40.99404000000001)
5478,POINT (28.9821093 41.0412067),POINT (28.98127 41.03742),380.5808079130643,POINT (28.98127 41.03742)
5479,POINT (28.9821093 41.0412067),POINT (28.9815 41.03689),426.0740763135218,POINT (28.9815 41.03689)
5480,POINT (29.00658198800005 41.06918643200004),POINT (29.00718 41.07536),605.1466938947943,POINT (29.00718 41.07536)
5481,POINT (29.00218711700007 41.06914646600006),POINT (29.00371 41.06978),179.72350672144034,POINT (29.00371 41.06978)
5482,POINT (28.9780884 41.0317305),POINT (28.97461 41.03404000000001),446.42700738420007,POINT (28.97461 41.03404000000001)
5483,POINT (29.06724095 40.98946395),POINT (29.07056 40.98366),674.3374521475783,POINT (29.07056 40.98366)
5484,POINT (29.09758958000003 40.97528789900008),POINT (29.09474 40.98061),606.7795435631884,POINT (29.09474 40.98061)
5485,POINT (29.05480284200007 41.16968134000007),POINT (29.04554000000001 41.17008),1027.3957488346598,POINT (29.04554000000001 41.17008)
5486,POINT (28.9899423 41.06849260000001),POINT (28.99203 41.07351),540.922279259497,POINT (28.99203 41.07351)
5487,POINT (28.9780884 41.0317305),POINT (28.97625 41.03717),567.9450280408058,POINT (28.97625 41.03717)
5488,POINT (28.9283365 41.035788),POINT (28.92678 41.04233),660.8054334529137,POINT (28.92678 41.04233)
5489,POINT (28.99561331400002 41.05553430600003),POINT (28.99401 41.05618),188.5142839494646,POINT (28.99401 41.05618)
5490,POINT (29.0004588 41.0487174),POINT (29.0008 41.04485),378.7257726354063,POINT (29.0008 41.04485)
5491,POINT (29.07273431600004 41.00658345600004),POINT (29.07292 41.01861),1171.2117918628614,POINT (29.07292 41.01861)
5492,POINT (28.9780884 41.0317305),POINT (28.97295 41.03624),719.383719734877,POINT (28.97295 41.03624)
5493,POINT (29.256068 40.881102),POINT (29.32372 40.93662),9237.36298165993,POINT (29.32372 40.93662)
5494,POINT (29.0381205 40.9852841),POINT (29.03164 40.98545),718.456660131683,POINT (29.03164 40.98545)
5495,POINT (29.016612 41.066644),POINT (29.02292000000001 41.05645),1214.5247496357692,POINT (29.02292000000001 41.05645)
5496,POINT (28.9936129 41.0679197),POINT (28.9925 41.07198),414.4393078425538,POINT (28.9925 41.07198)
5497,POINT (28.9936129 41.0679197),POINT (28.99247 41.07205),421.94260571405624,POINT (28.99247 41.07205)
5498,POINT (28.9780884 41.0317305),POINT (28.97576 41.03475),391.4097881348864,POINT (28.97576 41.03475)
5499,POINT (28.8700074 41.0066336),POINT (28.86751 41.00462),339.42401370484595,POINT (28.86751 41.00462)
5500,POINT (28.95731345 41.01471045),POINT (28.97022 41.00277),1844.1589881006214,POINT (28.97022 41.00277)
5501,POINT (28.9796001 41.03029625),POINT (28.98011 41.03119),103.83091866709475,POINT (28.98011 41.03119)
5502,POINT (28.6717497 41.05648),POINT (28.61378 41.08102),6858.170801198101,POINT (28.61378 41.08102)
5503,POINT (28.99013805 41.03554045),POINT (28.98474 41.03639),603.9967031585606,POINT (28.98474 41.03639)
5504,POINT (28.8337968 40.99189570000001),POINT (28.84318 40.98572),1201.9845876596423,POINT (28.84318 40.98572)
5505,POINT (29.0381205 40.9852841),POINT (29.02431 40.98785),1550.9763903801627,POINT (29.02431 40.98785)
5506,POINT (28.97870225 41.05463435),POINT (28.97985 41.05656),226.72229973769484,POINT (28.97985 41.05656)
5507,POINT (29.0004588 41.0487174),POINT (29.01121 41.04546),1233.1603807893719,POINT (29.01121 41.04546)
5508,POINT (29.230989 40.91497455),POINT (29.18815 40.88955),5353.335360384957,POINT (29.18815 40.88955)
5509,POINT (28.9780884 41.0317305),POINT (28.97282 41.03744),806.6069944443019,POINT (28.97282 41.03744)
5510,POINT (29.0609895 40.9713669),POINT (29.06564 40.97496),622.9856448416915,POINT (29.06564 40.97496)
5511,POINT (29.19725165 40.95915605),POINT (29.17011 40.95069),3119.0132773784294,POINT (29.17011 40.95069)
5512,POINT (29.0381205 40.9852841),POINT (29.02335 40.98545),1637.1869136725138,POINT (29.02335 40.98545)
5513,POINT (29.0381205 40.9852841),POINT (29.02671 40.99335),1488.8802229868636,POINT (29.02671 40.99335)
5514,POINT (29.12400894000007 40.93558331700007),POINT (29.15696 40.91287),4268.912729708431,POINT (29.15696 40.91287)
5515,POINT (28.99013805 41.03554045),POINT (28.98572 41.03178),611.6160147021625,POINT (28.98572 41.03178)
5516,POINT (28.9780884 41.0317305),POINT (28.97637000000001 41.03194000000001),191.55084211711107,POINT (28.97637000000001 41.03194000000001)
5517,POINT (29.230989 40.91497455),POINT (29.21987 40.90048),1872.1317530049712,POINT (29.21987 40.90048)
5518,POINT (29.0381205 40.9852841),POINT (29.03115 40.98622),777.9445488717042,POINT (29.03115 40.98622)
5519,POINT (29.0346424 41.0199689),POINT (29.02089 41.01778),1539.1058162634283,POINT (29.02089 41.01778)
5520,POINT (29.0284631 41.2165614),POINT (29.01922 41.21802),1034.2766657437805,POINT (29.01922 41.21802)
5521,POINT (29.01134024300007 41.08607120700003),POINT (28.99879 41.11394),3050.930157097197,POINT (28.99879 41.11394)
5522,POINT (28.9821093 41.0412067),POINT (28.98558 41.04199000000001),392.1777157522801,POINT (28.98558 41.04199000000001)
5523,POINT (29.0346424 41.0199689),POINT (29.01851 41.0278),1943.9882122657807,POINT (29.01851 41.0278)
5524,POINT (28.97870225 41.05463435),POINT (28.98257000000001 41.05349),442.9532908565809,POINT (28.98257000000001 41.05349)
5525,POINT (28.953994 41.036385),POINT (28.9505 41.02909),809.7487782857276,POINT (28.9505 41.02909)
5526,POINT (28.9458539 41.0123804),POINT (28.9513 41.01045),632.2735729243358,POINT (28.9513 41.01045)
5527,POINT (28.914185 41.02008720000001),POINT (28.90667 41.01589),928.0626240842514,POINT (28.90667 41.01589)
5528,POINT (29.0381205 40.9852841),POINT (29.02981 40.99323),1203.1168508119615,POINT (29.02981 40.99323)
5529,POINT (28.9780884 41.0317305),POINT (28.97136 41.02422),1044.9634051146697,POINT (28.97136 41.02422)
5530,POINT (28.9821093 41.0412067),POINT (28.98092 41.0464),523.0033992324176,POINT (28.98092 41.0464)
5531,POINT (29.0346424 41.0199689),POINT (29.03225 41.0263),671.2877841655869,POINT (29.03225 41.0263)
5532,POINT (28.98894300000007 41.05008799900003),POINT (28.98709 41.04695),368.365232348856,POINT (28.98709 41.04695)
5533,POINT (28.99013805 41.03554045),POINT (28.98568 41.03385),520.8480787233821,POINT (28.98568 41.03385)
5534,POINT (28.98894300000007 41.05008799900003),POINT (28.98781 41.04798),240.7666253078325,POINT (28.98781 41.04798)
5535,POINT (28.7214144 40.9813361),POINT (28.70862 40.98555),1476.5788553910627,POINT (28.70862 40.98555)
5536,POINT (28.9796001 41.03029625),POINT (28.98356 41.0349),627.6385529497953,POINT (28.98356 41.0349)
5537,POINT (29.0381205 40.9852841),POINT (29.02858 40.98977),1144.159574668995,POINT (29.02858 40.98977)
5538,POINT (28.99013805 41.03554045),POINT (28.98635 41.03127),591.151105754685,POINT (28.98635 41.03127)
5539,POINT (29.0550429 41.0006797),POINT (29.05175 41.00644000000001),669.2639747465572,POINT (29.05175 41.00644000000001)
5540,POINT (29.00658198800005 41.06918643200004),POINT (29.00476 41.07124),284.2798254310295,POINT (29.00476 41.07124)
5541,POINT (28.95731345 41.01471045),POINT (28.96928 41.00823),1469.0535135508326,POINT (28.96928 41.00823)
5542,POINT (28.9863997 41.05934910000001),POINT (28.98407000000001 41.05715),335.5626414582424,POINT (28.98407000000001 41.05715)
5543,POINT (28.97870225 41.05463435),POINT (28.98206 41.05108),508.4215639590453,POINT (28.98206 41.05108)
5544,POINT (29.256068 40.881102),POINT (29.29999 40.92001),6164.115882008718,POINT (29.29999 40.92001)
5545,POINT (29.0284631 41.2165614),POINT (29.02055 41.2098),1096.8471591771947,POINT (29.02055 41.2098)
5546,POINT (28.95731345 41.01471045),POINT (28.97047 41.00617),1679.0960246788352,POINT (28.97047 41.00617)
5547,POINT (29.12400894000007 40.93558331700007),POINT (29.13108 40.95513),2057.391809929517,POINT (29.13108 40.95513)
5548,POINT (28.95731345 41.01471045),POINT (28.97053 41.00667),1661.335244883461,POINT (28.97053 41.00667)
5549,POINT (29.0004588 41.0487174),POINT (29.00138 41.04963),135.39541069807908,POINT (29.00138 41.04963)
5550,POINT (29.0381205 40.9852841),POINT (29.02916 40.994),1306.5730560920388,POINT (29.02916 40.994)
5551,POINT (29.0346424 41.0199689),POINT (29.01873 41.02629),1868.072753471654,POINT (29.01873 41.02629)
5552,POINT (29.0004588 41.0487174),POINT (29.00505 41.04201),828.2924161595294,POINT (29.00505 41.04201)
5553,POINT (29.03867389500005 41.02383388600003),POINT (29.03597 41.04011),1613.4342449416533,POINT (29.03597 41.04011)
5554,POINT (28.953994 41.036385),POINT (28.94439 41.04628),1436.5171453825167,POINT (28.94439 41.04628)
5555,POINT (28.99561331400002 41.05553430600003),POINT (28.99363 41.05925),423.5773300603071,POINT (28.99363 41.05925)
5556,POINT (28.8686007 40.9850839),POINT (28.86013 40.97745),1198.396740998663,POINT (28.86013 40.97745)
5557,POINT (28.9780884 41.0317305),POINT (28.97568 41.03317),301.55819064371076,POINT (28.97568 41.03317)
5558,POINT (29.0381205 40.9852841),POINT (29.02572 40.9842),1378.4762786187202,POINT (29.02572 40.9842)
5559,POINT (29.03654855 41.07449),POINT (29.05754 41.07218),2337.472168252733,POINT (29.05754 41.07218)
5560,POINT (28.892241 41.0075534),POINT (28.88388 41.01543),1203.7627411529238,POINT (28.88388 41.01543)
5561,POINT (28.95731345 41.01471045),POINT (28.96858 41.00548),1539.1010862850433,POINT (28.96858 41.00548)
5562,POINT (28.9780884 41.0317305),POINT (28.97185 41.03494),758.9005139098775,POINT (28.97185 41.03494)
5563,POINT (28.9821093 41.0412067),POINT (28.98351 41.03928),243.6349861569096,POINT (28.98351 41.03928)
5564,POINT (28.9796001 41.03029625),POINT (28.98095 41.03001),152.1953593825328,POINT (28.98095 41.03001)
5565,POINT (29.01217945 41.0053215),POINT (29.01374 41.02279),1710.6659044214175,POINT (29.01374 41.02279)
5566,POINT (29.01217945 41.0053215),POINT (29.01374 41.02279),1710.6659044214175,POINT (29.01374 41.02279)
5567,POINT (29.01217945 41.0053215),POINT (29.01374 41.02279),1710.6659044214175,POINT (29.01374 41.02279)
5568,POINT (29.0381205 40.9852841),POINT (29.0247 40.98443),1489.8032115045369,POINT (29.0247 40.98443)
5569,POINT (29.0381205 40.9852841),POINT (29.03111 40.98867),844.1153793079543,POINT (29.03111 40.98867)
5570,POINT (28.7214144 40.9813361),POINT (28.69982000000001 40.98431),2410.9041818396604,POINT (28.69982000000001 40.98431)
5571,POINT (28.95731345 41.01471045),POINT (28.97519 41.00243),2314.8474011866756,POINT (28.97519 41.00243)
5572,POINT (28.9993687 41.0557129),POINT (28.99813 41.05889000000001),338.6546969094241,POINT (28.99813 41.05889000000001)
5573,POINT (28.6453056 41.0129651),POINT (28.64447 41.01878),576.0166214262565,POINT (28.64447 41.01878)
5574,POINT (29.0381205 40.9852841),POINT (29.02925 40.98874),1039.2064151900174,POINT (29.02925 40.98874)
5575,POINT (29.03654855 41.07449),POINT (29.03081 41.07108),717.5486938476747,POINT (29.03081 41.07108)
5576,POINT (29.1013868 41.0943323),POINT (29.0872 41.0843),1851.0449612384828,POINT (29.0872 41.0843)
5577,POINT (28.95731345 41.01471045),POINT (28.97872000000001 41.00543),2539.1831290428777,POINT (28.97872000000001 41.00543)
5578,POINT (29.04619549200004 41.02129809600007),POINT (29.04923 41.01974000000001),368.98334951085496,POINT (29.04923 41.01974000000001)
5579,POINT (28.9780884 41.0317305),POINT (28.97209 41.03019000000001),681.5772121934856,POINT (28.97209 41.03019000000001)
5580,POINT (28.953994 41.036385),POINT (28.94705 41.04617),1225.665168706666,POINT (28.94705 41.04617)
5581,POINT (29.0381205 40.9852841),POINT (29.02934 40.99546),1389.1023429723052,POINT (29.02934 40.99546)
5582,POINT (29.01217945 41.0053215),POINT (29.01991 41.01718),1438.355452138742,POINT (29.01991 41.01718)
5583,POINT (29.01217945 41.0053215),POINT (29.01991 41.01718),1438.355452138742,POINT (29.01991 41.01718)
5584,POINT (29.01217945 41.0053215),POINT (29.01991 41.01718),1438.355452138742,POINT (29.01991 41.01718)
5585,POINT (29.17742505600006 41.03237008600007),POINT (29.32787 41.09416),17723.95124608888,POINT (29.32787 41.09416)
5586,POINT (29.0224208 41.0793328),POINT (29.02239 41.07624000000001),301.3133831176194,POINT (29.02239 41.07624000000001)
5587,POINT (28.9868253 41.0523695),POINT (28.9883 41.0528),168.7472980400552,POINT (28.9883 41.0528)
5588,POINT (29.0001178 41.0527306),POINT (29.0035 41.05148),394.1766997642441,POINT (29.0035 41.05148)
5589,POINT (28.9458539 41.0123804),POINT (28.94184000000001 41.00955),523.5084209232784,POINT (28.94184000000001 41.00955)
5590,POINT (28.9796001 41.03029625),POINT (28.98284 41.00577),2417.066551831279,POINT (28.98284 41.00577)
5591,POINT (29.0381205 40.9852841),POINT (29.03662000000001 40.98897),395.6702644873967,POINT (29.03662000000001 40.98897)
5592,POINT (28.9863997 41.05934910000001),POINT (28.98525 41.05709),254.37314201728222,POINT (28.98525 41.05709)
5593,POINT (29.04693296500005 40.98701972100001),POINT (29.04876 40.98209),521.0829387263789,POINT (29.04876 40.98209)
5594,POINT (28.9868253 41.0523695),POINT (28.98853 41.05309000000001),201.5656695458638,POINT (28.98853 41.05309000000001)
5595,POINT (28.8337968 40.99189570000001),POINT (28.82053 40.98111),1808.3770870702626,POINT (28.82053 40.98111)
5596,POINT (29.1013868 41.0943323),POINT (29.11957 41.11683),2976.081305680979,POINT (29.11957 41.11683)
5597,POINT (28.9936129 41.0679197),POINT (28.99298 41.07311),510.6112110065213,POINT (28.99298 41.07311)
5598,POINT (29.0428689 41.0072355),POINT (29.04908 41.01277),874.3445000833848,POINT (29.04908 41.01277)
5599,POINT (28.86846160000005 41.00936748700008),POINT (28.87045 41.01369),475.821983570679,POINT (28.87045 41.01369)
5600,POINT (29.0009636 41.065532),POINT (29.00549 41.06292),562.549221930228,POINT (29.00549 41.06292)
5601,POINT (28.9796001 41.03029625),POINT (28.98435 41.03124),534.4310816394009,POINT (28.98435 41.03124)
5602,POINT (29.09154825 40.9725396),POINT (29.09568 40.9707),491.72369748022504,POINT (29.09568 40.9707)
5603,POINT (28.9868253 41.0523695),POINT (28.98504 41.05229),198.02628705025506,POINT (28.98504 41.05229)
5604,POINT (28.9868253 41.0523695),POINT (28.98525 41.05209),176.7110246434941,POINT (28.98525 41.05209)
5605,POINT (28.9821093 41.0412067),POINT (28.98428 41.03919000000001),310.66148094210394,POINT (28.98428 41.03919000000001)
5606,POINT (28.9946951 41.0530658),POINT (28.99577 41.05362),130.80530664975024,POINT (28.99577 41.05362)
5607,POINT (29.12400894000007 40.93558331700007),POINT (29.11443 40.95225),1938.6813802556605,POINT (29.11443 40.95225)
5608,POINT (28.9821093 41.0412067),POINT (28.98116 41.04026),139.9380313484367,POINT (28.98116 41.04026)
5609,POINT (28.9796001 41.03029625),POINT (28.98273 41.02887),373.714586535832,POINT (28.98273 41.02887)
5610,POINT (28.7214144 40.9813361),POINT (28.72375 40.97492),678.1852231458504,POINT (28.72375 40.97492)
5611,POINT (29.0001178 41.0527306),POINT (29.00609 41.05362),667.5822431742241,POINT (29.00609 41.05362)
5612,POINT (28.9821093 41.0412067),POINT (28.98276 41.0394),190.270749709635,POINT (28.98276 41.0394)
5613,POINT (28.9796001 41.03029625),POINT (28.9805 41.03122000000001),134.3614305904662,POINT (28.9805 41.03122000000001)
5614,POINT (28.9821093 41.0412067),POINT (28.98093 41.03878),270.2138058291694,POINT (28.98093 41.03878)
5615,POINT (29.0001178 41.0527306),POINT (29.005 41.05379),550.8801008252833,POINT (29.005 41.05379)
5616,POINT (29.0763525 40.9626436),POINT (29.07707000000001 40.97242),955.2137226184204,POINT (29.07707000000001 40.97242)
5617,POINT (28.656984 41.013361),POINT (28.66268 41.01513),654.5459664676235,POINT (28.66268 41.01513)
5618,POINT (29.0346424 41.0199689),POINT (29.02774 41.02916),1177.6441844502922,POINT (29.02774 41.02916)
5619,POINT (28.8337968 40.99189570000001),POINT (28.83438 41.00019),812.0513428021135,POINT (28.83438 41.00019)
5620,POINT (29.0004588 41.0487174),POINT (29.00713 41.05056),760.8920676930126,POINT (29.00713 41.05056)
5621,POINT (29.0004588 41.0487174),POINT (29.00536 41.04675),576.0594760549724,POINT (29.00536 41.04675)
5622,POINT (29.04693296500005 40.98701972100001),POINT (29.04259 40.99017),570.8323727822109,POINT (29.04259 40.99017)
5623,POINT (29.0004588 41.0487174),POINT (28.99872 41.04893),193.83137728514103,POINT (28.99872 41.04893)
5624,POINT (29.01365240600007 41.08225028000004),POINT (29.0085 41.0804),598.8491364968652,POINT (29.0085 41.0804)
5625,POINT (28.9868253 41.0523695),POINT (28.98565 41.0515),155.39910660783087,POINT (28.98565 41.0515)
5626,POINT (28.9996767 41.07080525),POINT (28.99959 41.08167),1058.696725532407,POINT (28.99959 41.08167)
5627,POINT (28.9459883 41.0693131),POINT (28.90707 41.08265),4505.262370452321,POINT (28.90707 41.08265)
5628,POINT (28.9971406 41.05509910000001),POINT (28.99614 41.05394),158.29053598401956,POINT (28.99614 41.05394)
5629,POINT (29.00218711700007 41.06914646600006),POINT (29.00425 41.07224),378.3273943696613,POINT (29.00425 41.07224)
5630,POINT (28.98894300000007 41.05008799900003),POINT (28.98794 41.04906),149.64632393981898,POINT (28.98794 41.04906)
5631,POINT (28.98894300000007 41.05008799900003),POINT (28.98779 41.0484),208.30224552647127,POINT (28.98779 41.0484)
5632,POINT (28.98894300000007 41.05008799900003),POINT (28.98769 41.04843),213.054575337577,POINT (28.98769 41.04843)
5633,POINT (28.9996767 41.07080525),POINT (28.99999 41.0725),168.7463629205762,POINT (28.99999 41.0725)
5634,POINT (28.98894300000007 41.05008799900003),POINT (28.98727 41.04758),306.7851741936891,POINT (28.98727 41.04758)
5635,POINT (28.98894300000007 41.05008799900003),POINT (28.98763 41.0488),192.17763833430817,POINT (28.98763 41.0488)
5636,POINT (28.9821093 41.0412067),POINT (28.98448 41.04079),265.87726969443537,POINT (28.98448 41.04079)
5637,POINT (29.0381205 40.9852841),POINT (29.02873 40.99819),1632.0732523966988,POINT (29.02873 40.99819)
5638,POINT (28.98894300000007 41.05008799900003),POINT (28.98582 41.0485),379.15774499337186,POINT (28.98582 41.0485)
5639,POINT (28.98894300000007 41.05008799900003),POINT (28.98656 41.04881),292.0112429225032,POINT (28.98656 41.04881)
5640,POINT (28.98894300000007 41.05008799900003),POINT (28.98774 41.04893),174.6787851633006,POINT (28.98774 41.04893)
5641,POINT (28.98894300000007 41.05008799900003),POINT (28.98801 41.04724),296.1758866370751,POINT (28.98801 41.04724)
5642,POINT (28.98894300000007 41.05008799900003),POINT (28.98577 41.0464),502.83877233278815,POINT (28.98577 41.0464)
5643,POINT (28.98894300000007 41.05008799900003),POINT (28.9876 41.04715),322.6903820481913,POINT (28.9876 41.04715)
5644,POINT (29.0381205 40.9852841),POINT (29.03021 40.99688),1429.8750337204228,POINT (29.03021 40.99688)
5645,POINT (29.0381205 40.9852841),POINT (29.02963 40.99527),1353.4130895861254,POINT (29.02963 40.99527)
5646,POINT (29.00218711700007 41.06914646600006),POINT (29.0034 41.06991),153.643781884813,POINT (29.0034 41.06991)
