,centroid,origin_geometry,distance_origin_to_centroid,geometry
6864,POINT (28.9796001 41.03029625),POINT (28.98101 41.03024),156.3630131666357,POINT (28.98101 41.03024)
6865,POINT (29.0381205 40.9852841),POINT (29.02314 40.98868),1693.0139742387175,POINT (29.02314 40.98868)
6866,POINT (28.95731345 41.01471045),POINT (28.96789 41.00581),1458.3697232294862,POINT (28.96789 41.00581)
6867,POINT (28.9995352 41.0557256),POINT (29.00451 41.05791),591.0396823304994,POINT (29.00451 41.05791)
6868,POINT (29.017713 41.0877267),POINT (29.0225 41.11491),2700.8260570451084,POINT (29.0225 41.11491)
6869,POINT (28.24890332700005 41.07391090200008),POINT (28.38625 41.07306),15221.617646671944,POINT (28.38625 41.07306)
6870,POINT (28.7789098 41.0351124),POINT (28.77294 41.0398),804.547690915024,POINT (28.77294 41.0398)
6871,POINT (28.95731345 41.01471045),POINT (28.97616 41.00915),2158.0272874592056,POINT (28.97616 41.00915)
6872,POINT (29.0636872 40.86833729999999),POINT (29.12282 40.86931),6554.804209756731,POINT (29.12282 40.86931)
6873,POINT (29.256068 40.881102),POINT (29.90778 41.09493),75151.29841513991,POINT (29.90778 41.09493)
6874,POINT (28.95731345 41.01471045),POINT (28.97081 41.00356),1849.0446089413847,POINT (28.97081 41.00356)
6875,POINT (28.9796001 41.03029625),POINT (28.97676 41.0259),531.660653055889,POINT (28.97676 41.0259)
6876,POINT (29.08519469200007 40.95789641000005),POINT (29.10177 40.95362),1883.7417211604984,POINT (29.10177 40.95362)
6877,POINT (29.12400894000007 40.93558331700007),POINT (29.13776 40.91188),2764.7621050266384,POINT (29.13776 40.91188)
6878,POINT (28.99561331400002 41.05553430600003),POINT (28.99377 41.05938),426.81390429380957,POINT (28.99377 41.05938)
6879,POINT (29.0084154 41.0687452),POINT (29.0086 41.0709),210.938797560682,POINT (29.0086 41.0709)
6880,POINT (28.9796001 41.03029625),POINT (28.97634 41.02554),587.736196984957,POINT (28.97634 41.02554)
6881,POINT (29.04693296500005 40.98701972100001),POINT (29.05105 40.98983),532.1076618727913,POINT (29.05105 40.98983)
6882,POINT (29.0545995 40.9745877),POINT (29.04914 40.97197),656.6237560050982,POINT (29.04914 40.97197)
6883,POINT (28.93311846700005 41.01505125600005),POINT (28.92818 41.01414000000001),554.5177511954699,POINT (28.92818 41.01414000000001)
6884,POINT (28.9780884 41.0317305),POINT (28.97414 41.02636),682.2591633595213,POINT (28.97414 41.02636)
6885,POINT (28.9899423 41.06849260000001),POINT (28.99198 41.06996),267.31155894576034,POINT (28.99198 41.06996)
6886,POINT (29.0381205 40.9852841),POINT (29.02872 40.99581),1461.7917180531854,POINT (29.02872 40.99581)
6887,POINT (28.9796001 41.03029625),POINT (28.98673 41.02881),803.4101432181238,POINT (28.98673 41.02881)
6888,POINT (28.9780884 41.0317305),POINT (28.97653 41.03379),264.8064223058864,POINT (28.97653 41.03379)
6889,POINT (28.9780884 41.0317305),POINT (28.97618 41.033),245.04708077361494,POINT (28.97618 41.033)
6890,POINT (28.95731345 41.01471045),POINT (28.96883 41.01626),1285.343781850288,POINT (28.96883 41.01626)
6891,POINT (28.9868253 41.0523695),POINT (28.98612 41.05292),94.80992105559814,POINT (28.98612 41.05292)
6892,POINT (28.953994 41.036385),POINT (28.94776 41.04623),1182.583854169082,POINT (28.94776 41.04623)
6893,POINT (28.98894300000007 41.05008799900003),POINT (28.98707000000001 41.04668),391.6538794607331,POINT (28.98707000000001 41.04668)
6894,POINT (28.9796001 41.03029625),POINT (28.98264 41.02994),338.71278115997535,POINT (28.98264 41.02994)
6895,POINT (29.0381205 40.9852841),POINT (29.04084000000001 40.99011),558.3926321759477,POINT (29.04084000000001 40.99011)
6896,POINT (28.9780884 41.0317305),POINT (28.97373 41.02853),575.0210308260795,POINT (28.97373 41.02853)
6897,POINT (29.04693296500005 40.98701972100001),POINT (29.04454 40.98853),303.2866901824,POINT (29.04454 40.98853)
6898,POINT (29.0428689 41.0072355),POINT (29.02983 41.00166),1543.8568472898826,POINT (29.02983 41.00166)
6899,POINT (29.016612 41.066644),POINT (29.02387 41.05128),1699.242963067191,POINT (29.02387 41.05128)
6900,POINT (28.9821093 41.0412067),POINT (28.97981 41.03992),284.02464825496395,POINT (28.97981 41.03992)
6901,POINT (28.953994 41.036385),POINT (28.94782 41.03065),883.6433759012631,POINT (28.94782 41.03065)
6902,POINT (28.9283365 41.035788),POINT (28.93606 41.04136),1013.8770807861965,POINT (28.93606 41.04136)
6903,POINT (28.9863997 41.05934910000001),POINT (28.9828 41.05718),451.5138825362401,POINT (28.9828 41.05718)
6904,POINT (29.03867389500005 41.02383388600003),POINT (29.03448 41.02459),470.634425419554,POINT (29.03448 41.02459)
6905,POINT (29.0004588 41.0487174),POINT (28.99998 41.04509),357.4108718859879,POINT (28.99998 41.04509)
6906,POINT (29.0253075 41.0777839),POINT (29.02748 41.07049),750.2213802486082,POINT (29.02748 41.07049)
6907,POINT (29.0178818 41.0876828),POINT (29.0214 41.08841),396.3266981856288,POINT (29.0214 41.08841)
6908,POINT (28.82810613700008 41.03163177700003),POINT (28.81463 41.03738),1595.5015423317843,POINT (28.81463 41.03738)
6909,POINT (29.04693296500005 40.98701972100001),POINT (29.05299 40.98823),681.6102752302869,POINT (29.05299 40.98823)
6910,POINT (28.95731345 41.01471045),POINT (28.97346 41.0054),2006.5517110216965,POINT (28.97346 41.0054)
6911,POINT (29.12400894000007 40.93558331700007),POINT (29.11775 40.94478),1132.434378305422,POINT (29.11775 40.94478)
6912,POINT (29.0381205 40.9852841),POINT (29.03006 40.98817),936.5776722201434,POINT (29.03006 40.98817)
6913,POINT (29.03867389500005 41.02383388600003),POINT (29.03203 41.03348),1193.7698090413166,POINT (29.03203 41.03348)
6914,POINT (29.12400894000007 40.93558331700007),POINT (29.13185 40.92275),1521.5506437966676,POINT (29.13185 40.92275)
6915,POINT (29.08519469200007 40.95789641000005),POINT (29.10833 40.95351),2599.566819797157,POINT (29.10833 40.95351)
6916,POINT (28.9996767 41.07080525),POINT (28.99428 41.0755),753.0297681352548,POINT (28.99428 41.0755)
6917,POINT (29.0346424 41.0199689),POINT (29.01863 41.02284),1796.656401041036,POINT (29.01863 41.02284)
6918,POINT (28.9821093 41.0412067),POINT (28.98486 41.04241),326.6502709152387,POINT (28.98486 41.04241)
6919,POINT (28.9796001 41.03029625),POINT (28.98219000000001 41.03169000000001),317.5675981664925,POINT (28.98219000000001 41.03169000000001)
6920,POINT (29.03654855 41.07449),POINT (29.03568 41.08209),746.5112566731407,POINT (29.03568 41.08209)
6921,POINT (29.0381205 40.9852841),POINT (29.03142 40.98539),742.7305212977477,POINT (29.03142 40.98539)
6922,POINT (28.9821093 41.0412067),POINT (28.98317 41.04569),452.4609556442732,POINT (28.98317 41.04569)
6923,POINT (28.99013805 41.03554045),POINT (28.98571 41.03427),506.1602234838591,POINT (28.98571 41.03427)
6924,POINT (28.9821093 41.0412067),POINT (28.98405 41.03765),407.9349799215099,POINT (28.98405 41.03765)
6925,POINT (29.0381205 40.9852841),POINT (29.03904 40.98954000000001),426.8802087358464,POINT (29.03904 40.98954000000001)
6926,POINT (28.95731345 41.01471045),POINT (28.96663 41.0066),1300.4822386526384,POINT (28.96663 41.0066)
6927,POINT (28.95731345 41.01471045),POINT (28.96644 41.00451),1418.386790307503,POINT (28.96644 41.00451)
6928,POINT (28.8937773 41.03155805),POINT (28.90103 41.07585),4394.165453088644,POINT (28.90103 41.07585)
6929,POINT (28.9780884 41.0317305),POINT (28.97415 41.03498),539.2992566138644,POINT (28.97415 41.03498)
6930,POINT (28.99561331400002 41.05553430600003),POINT (28.99363 41.05853),365.4236681383,POINT (28.99363 41.05853)
6931,POINT (28.99013805 41.03554045),POINT (28.9865 41.03051),634.7464471205591,POINT (28.9865 41.03051)
6932,POINT (29.0381205 40.9852841),POINT (29.0352 40.99632),1122.6263417606579,POINT (29.0352 40.99632)
6933,POINT (29.0004588 41.0487174),POINT (28.99841 41.04832),230.35817194957383,POINT (28.99841 41.04832)
6934,POINT (28.93311846700005 41.01505125600005),POINT (28.93206 41.01179000000001),338.9299751567308,POINT (28.93206 41.01179000000001)
6935,POINT (28.93311846700005 41.01505125600005),POINT (28.93223 41.01259),259.3955301830773,POINT (28.93223 41.01259)
6936,POINT (29.256068 40.881102),POINT (29.30429 40.91764000000001),6416.779505487772,POINT (29.30429 40.91764000000001)
6937,POINT (29.04693296500005 40.98701972100001),POINT (29.05236 40.99035),683.3870563510183,POINT (29.05236 40.99035)
6938,POINT (29.0550429 41.0006797),POINT (29.05071 41.0066),750.3809952003452,POINT (29.05071 41.0066)
6939,POINT (28.95731345 41.01471045),POINT (28.97542 41.00939),2072.764322626812,POINT (28.97542 41.00939)
6940,POINT (28.93311846700005 41.01505125600005),POINT (28.93185 41.01668),212.096533356473,POINT (28.93185 41.01668)
6941,POINT (28.99013805 41.03554045),POINT (28.98685 41.03313),433.57610637194057,POINT (28.98685 41.03313)
6942,POINT (29.256068 40.881102),POINT (29.29842 40.85984000000001),5128.908991577442,POINT (29.29842 40.85984000000001)
6943,POINT (28.9796001 41.03029625),POINT (28.98358 41.03071),442.9531681060652,POINT (28.98358 41.03071)
6944,POINT (28.9780884 41.0317305),POINT (28.97263 41.03407),646.525282128731,POINT (28.97263 41.03407)
6945,POINT (29.1013868 41.0943323),POINT (29.09706 41.11962),2507.9283285653205,POINT (29.09706 41.11962)
6946,POINT (28.9796001 41.03029625),POINT (28.97494 41.02352),838.4056824000954,POINT (28.97494 41.02352)
6947,POINT (29.0428689 41.0072355),POINT (29.04716 41.0055),504.7545635482983,POINT (29.04716 41.0055)
6948,POINT (28.95731345 41.01471045),POINT (28.97717 41.00324000000001),2468.5041751021886,POINT (28.97717 41.00324000000001)
6949,POINT (29.0381205 40.9852841),POINT (29.02611 40.9859),1332.5505281462779,POINT (29.02611 40.9859)
6950,POINT (29.016612 41.066644),POINT (29.02204 41.04907),1814.700424998621,POINT (29.02204 41.04907)
6951,POINT (28.99013805 41.03554045),POINT (28.98669000000001 41.03402),409.88403150359534,POINT (28.98669000000001 41.03402)
6952,POINT (29.12400894000007 40.93558331700007),POINT (29.13016 40.9252),1218.9828325187714,POINT (29.13016 40.9252)
6953,POINT (29.08519469200007 40.95789641000005),POINT (29.09311 40.9564),889.3244480836405,POINT (29.09311 40.9564)
6954,POINT (28.9863997 41.05934910000001),POINT (28.98454000000001 41.05667),332.6427708870376,POINT (28.98454000000001 41.05667)
6955,POINT (28.953994 41.036385),POINT (28.94917 41.02957),852.7823925420032,POINT (28.94917 41.02957)
6956,POINT (28.99013805 41.03554045),POINT (28.98836 41.03489),207.01403449250634,POINT (28.98836 41.03489)
6957,POINT (29.0545995 40.9745877),POINT (29.04685 40.97233),886.6256793008906,POINT (29.04685 40.97233)
6958,POINT (29.0636872 40.86833729999999),POINT (29.09435 40.87677),3496.3452470366556,POINT (29.09435 40.87677)
6959,POINT (29.03867389500005 41.02383388600003),POINT (29.03174000000001 41.03147),1069.521651543302,POINT (29.03174000000001 41.03147)
6960,POINT (28.993006 41.05005999999999),POINT (28.99631 41.04843),399.16329415982625,POINT (28.99631 41.04843)
6961,POINT (28.7214144 40.9813361),POINT (28.6946 41.00176),3579.7490496673904,POINT (28.6946 41.00176)
6962,POINT (28.6558715 41.0035576),POINT (28.69002 41.00113),3792.1225236276637,POINT (28.69002 41.00113)
6963,POINT (28.9796001 41.03029625),POINT (28.9838 41.0339),583.1250489760312,POINT (28.9838 41.0339)
6964,POINT (28.9796001 41.03029625),POINT (28.98008 41.02958),87.75983221253222,POINT (28.98008 41.02958)
6965,POINT (28.95731345 41.01471045),POINT (28.97674 41.0042),2384.4367531083203,POINT (28.97674 41.0042)
6966,POINT (29.0004588 41.0487174),POINT (29.00568 41.04921),580.6829801376301,POINT (29.00568 41.04921)
6967,POINT (28.9821093 41.0412067),POINT (28.98405 41.03552),594.475062933087,POINT (28.98405 41.03552)
6968,POINT (28.953994 41.036385),POINT (28.9473 41.04495),1116.9680838020672,POINT (28.9473 41.04495)
6969,POINT (29.0381205 40.9852841),POINT (29.02928 40.99527),1380.6691215852522,POINT (29.02928 40.99527)
6970,POINT (28.95731345 41.01471045),POINT (28.95381 41.01019),587.3316392549402,POINT (28.95381 41.01019)
6971,POINT (29.017713 41.0877267),POINT (29.0117 41.11841),3062.7148880001014,POINT (29.0117 41.11841)
6972,POINT (29.0178818 41.0876828),POINT (29.02108 41.09645),924.7435121847782,POINT (29.02108 41.09645)
6973,POINT (29.03654855 41.07449),POINT (29.0561 41.11661),4639.480784735748,POINT (29.0561 41.11661)
6974,POINT (29.0381205 40.9852841),POINT (29.02657 40.99099),1395.6600979338746,POINT (29.02657 40.99099)
6975,POINT (28.9780884 41.0317305),POINT (28.97489 41.02712),572.3435054594025,POINT (28.97489 41.02712)
6976,POINT (29.05480284200007 41.16968134000007),POINT (29.05522 41.19448),2415.5163841869985,POINT (29.05522 41.19448)
6977,POINT (28.6281981 41.0161145),POINT (28.44881 41.03356),19954.43633825509,POINT (28.44881 41.03356)
6978,POINT (28.96747055 41.0711126),POINT (28.97447 41.07263),789.7575196945563,POINT (28.97447 41.07263)
6979,POINT (29.0381205 40.9852841),POINT (29.0263 40.99305),1512.8479554394355,POINT (29.0263 40.99305)
6980,POINT (28.7214144 40.9813361),POINT (28.70751 40.99756),2210.7799001292897,POINT (28.70751 40.99756)
6981,POINT (29.0428689 41.0072355),POINT (29.03546 40.99836),1192.3412634547028,POINT (29.03546 40.99836)
6982,POINT (28.95731345 41.01471045),POINT (28.95877 41.0069),778.2762575996622,POINT (28.95877 41.0069)
6983,POINT (28.95731345 41.01471045),POINT (28.97881 41.00705),2496.8297388941023,POINT (28.97881 41.00705)
6984,POINT (29.0381205 40.9852841),POINT (29.02495 40.9876),1477.0976085111947,POINT (29.02495 40.9876)
6985,POINT (28.9946951 41.0530658),POINT (28.99675 41.05136),281.95989946433366,POINT (28.99675 41.05136)
6986,POINT (28.9780884 41.0317305),POINT (28.97473 41.02705),588.7635643715304,POINT (28.97473 41.02705)
6987,POINT (29.0346424 41.0199689),POINT (29.01773 41.02592),1962.103780137465,POINT (29.01773 41.02592)
6988,POINT (28.997029 41.067248),POINT (28.997 41.06762),36.39054381480777,POINT (28.997 41.06762)
6989,POINT (28.93311846700005 41.01505125600005),POINT (28.939 41.01458),653.4952588421454,POINT (28.939 41.01458)
6990,POINT (28.9821093 41.0412067),POINT (28.98596 41.04215),436.58234745948005,POINT (28.98596 41.04215)
6991,POINT (28.8686007 40.9850839),POINT (28.86869 40.98274),228.8892894181596,POINT (28.86869 40.98274)
6992,POINT (28.95731345 41.01471045),POINT (28.97244 41.00549),1902.2503142489247,POINT (28.97244 41.00549)
6993,POINT (29.0381205 40.9852841),POINT (29.03614 40.99502),973.3904502120117,POINT (29.03614 40.99502)
6994,POINT (28.93311846700005 41.01505125600005),POINT (28.93684 41.00474000000001),1086.6717414549476,POINT (28.93684 41.00474000000001)
6995,POINT (28.6558715 41.0035576),POINT (28.69144 41.00182),3945.7280177036096,POINT (28.69144 41.00182)
6996,POINT (28.6281981 41.0161145),POINT (28.62594 41.024),810.6920362161704,POINT (28.62594 41.024)
6997,POINT (28.9821093 41.0412067),POINT (28.97628 41.04339),680.2292251473432,POINT (28.97628 41.04339)
6998,POINT (29.0428689 41.0072355),POINT (29.0306 41.00369),1403.0077083875271,POINT (29.0306 41.00369)
6999,POINT (28.953994 41.036385),POINT (28.94882 41.04703),1185.6320150162176,POINT (28.94882 41.04703)
7000,POINT (29.0284631 41.2165614),POINT (29.0301 41.2185),261.87266756873936,POINT (29.0301 41.2185)
7001,POINT (28.9821093 41.0412067),POINT (28.98073 41.03663),471.49993242514716,POINT (28.98073 41.03663)
7002,POINT (29.0284631 41.2165614),POINT (28.99685 41.18291),4798.544139566281,POINT (28.99685 41.18291)
7003,POINT (29.0842411 40.9815672),POINT (29.07961 40.97788),626.3789865746071,POINT (29.07961 40.97788)
7004,POINT (29.0284631 41.2165614),POINT (29.02636 41.20073),1559.7040426561864,POINT (29.02636 41.20073)
7005,POINT (29.016612 41.066644),POINT (29.02141 41.05063),1648.2468120602152,POINT (29.02141 41.05063)
7006,POINT (28.9821093 41.0412067),POINT (28.98065 41.03837),320.29300587231194,POINT (28.98065 41.03837)
7007,POINT (28.9821093 41.0412067),POINT (28.98116 41.03778),350.13565193155176,POINT (28.98116 41.03778)
7008,POINT (28.9868253 41.0523695),POINT (28.98303 41.04776),615.4179479932254,POINT (28.98303 41.04776)
7009,POINT (28.9821093 41.0412067),POINT (28.98226 41.03694),416.14919320563746,POINT (28.98226 41.03694)
7010,POINT (28.9459883 41.0693131),POINT (28.95027 41.05552),1425.9404288254814,POINT (28.95027 41.05552)
7011,POINT (28.24890332700005 41.07391090200008),POINT (28.032 41.25907),30143.696320930594,POINT (28.032 41.25907)
7012,POINT (28.9796001 41.03029625),POINT (28.97676 41.02832),369.0326044382016,POINT (28.97676 41.02832)
7013,POINT (28.9821093 41.0412067),POINT (28.9824 41.03822),292.8483288725566,POINT (28.9824 41.03822)
7014,POINT (28.9821093 41.0412067),POINT (28.98518 41.03742),502.012132695413,POINT (28.98518 41.03742)
7015,POINT (28.9796001 41.03029625),POINT (28.98361 41.03126),454.2551341335191,POINT (28.98361 41.03126)
7016,POINT (28.9995352 41.0557256),POINT (29.00504 41.05625),612.2647218580119,POINT (29.00504 41.05625)
7017,POINT (28.98894300000007 41.05008799900003),POINT (28.98507 41.04703),522.5672737741395,POINT (28.98507 41.04703)
7018,POINT (28.9821093 41.0412067),POINT (28.98284 41.03862),264.7776318711208,POINT (28.98284 41.03862)
7019,POINT (28.8864184 41.1797916),POINT (28.89048 41.27109),8916.92097401004,POINT (28.89048 41.27109)
7020,POINT (28.99013805 41.03554045),POINT (28.98634 41.03719),450.60693091243445,POINT (28.98634 41.03719)
7021,POINT (29.0381205 40.9852841),POINT (29.02865 40.99636),1505.255153843386,POINT (29.02865 40.99636)
7022,POINT (29.03654855 41.07449),POINT (29.05518 41.1064),3731.4160851735064,POINT (29.05518 41.1064)
7023,POINT (29.03654855 41.07449),POINT (29.05484 41.10137),3311.214548048888,POINT (29.05484 41.10137)
7024,POINT (28.9796001 41.03029625),POINT (28.98378 41.03479),637.5136883247488,POINT (28.98378 41.03479)
7025,POINT (28.99013805 41.03554045),POINT (28.98559 41.03512),505.7481251783047,POINT (28.98559 41.03512)
7026,POINT (28.99013805 41.03554045),POINT (28.98497 41.03468),578.9085779624589,POINT (28.98497 41.03468)
7027,POINT (28.9796001 41.03029625),POINT (28.97954 41.0297),58.48991819581797,POINT (28.97954 41.0297)
7028,POINT (28.9821093 41.0412067),POINT (28.9805 41.03712),436.3921565160711,POINT (28.9805 41.03712)
7029,POINT (29.0284631 41.2165614),POINT (28.99554 41.17963),5124.672830015309,POINT (28.99554 41.17963)
7030,POINT (28.9796001 41.03029625),POINT (28.98323 41.03131),414.2745629502402,POINT (28.98323 41.03131)
7031,POINT (29.0381205 40.9852841),POINT (29.03019 40.99627),1384.8239367603242,POINT (29.03019 40.99627)
7032,POINT (29.00658198800005 41.06918643200004),POINT (29.00497 41.07659),743.152263628127,POINT (29.00497 41.07659)
7033,POINT (29.0004588 41.0487174),POINT (29.00144 41.04404),468.55210652627494,POINT (29.00144 41.04404)
7034,POINT (28.9780884 41.0317305),POINT (28.9722 41.03656),804.6709615564871,POINT (28.9722 41.03656)
7035,POINT (29.0284631 41.2165614),POINT (29.02113 41.2102),1022.0701904062898,POINT (29.02113 41.2102)
7036,POINT (28.7898883 40.98770870000001),POINT (28.77235 40.98703),1944.9370677709521,POINT (28.77235 40.98703)
7037,POINT (29.0284631 41.2165614),POINT (29.01492 41.1967),2448.859533749471,POINT (29.01492 41.1967)
7038,POINT (29.01134024300007 41.08607120700003),POINT (28.99636 41.10495),2477.9770573797377,POINT (28.99636 41.10495)
7039,POINT (29.17742505600006 41.03237008600007),POINT (29.62548 41.17418),51535.526482517605,POINT (29.62548 41.17418)
7040,POINT (28.9995352 41.0557256),POINT (29.00512 41.05675),626.9917560745715,POINT (29.00512 41.05675)
7041,POINT (28.9796001 41.03029625),POINT (28.98116 41.00513),2458.721088348456,POINT (28.98116 41.00513)
7042,POINT (28.97870225 41.05463435),POINT (28.97941 41.04911),544.0796951947675,POINT (28.97941 41.04911)
7043,POINT (28.96747055 41.0711126),POINT (28.96737000000001 41.06515),581.2781676588777,POINT (28.96737000000001 41.06515)
7044,POINT (28.9780884 41.0317305),POINT (28.97928 41.0323),143.2600449932739,POINT (28.97928 41.0323)
7045,POINT (28.87018642300007 40.99602566600004),POINT (28.87461 40.99357),545.6828832096188,POINT (28.87461 40.99357)
7046,POINT (28.8366952 41.04950789999999),POINT (28.82745 41.05329),1089.1295463671856,POINT (28.82745 41.05329)
7047,POINT (28.7214144 40.9813361),POINT (28.70338 40.99826),2594.117840399092,POINT (28.70338 40.99826)
7048,POINT (29.0381205 40.9852841),POINT (29.02255 40.98285),1741.9881333021542,POINT (29.02255 40.98285)
7049,POINT (28.9821093 41.0412067),POINT (28.9813 41.03959),181.30143830839566,POINT (28.9813 41.03959)
7050,POINT (29.0004588 41.0487174),POINT (29.0036 41.04324),637.2211701551067,POINT (29.0036 41.04324)
7051,POINT (29.0390937 40.93362370000001),POINT (29.05015 40.91273),2375.4722377897638,POINT (29.05015 40.91273)
7052,POINT (29.17742505600006 41.03237008600007),POINT (29.18878 41.01099),2430.762492863764,POINT (29.18878 41.01099)
7053,POINT (28.9780884 41.0317305),POINT (28.9706 41.02573),1015.3264383598455,POINT (28.9706 41.02573)
7054,POINT (29.0381205 40.9852841),POINT (29.02753 40.99758),1677.0117490620855,POINT (29.02753 40.99758)
7055,POINT (29.0400193 40.9830405),POINT (29.0377 40.97003),1293.0642700883157,POINT (29.0377 40.97003)
7056,POINT (28.7214144 40.9813361),POINT (28.69483 41.00093),3513.774861176348,POINT (28.69483 41.00093)
7057,POINT (29.0004588 41.0487174),POINT (29.00577 41.04843),589.3368637276185,POINT (29.00577 41.04843)
7058,POINT (29.03654855 41.07449),POINT (29.05388 41.08947),2412.209796131994,POINT (29.05388 41.08947)
7059,POINT (28.9821093 41.0412067),POINT (28.98264 41.04196),94.07089084189622,POINT (28.98264 41.04196)
7060,POINT (29.12400894000007 40.93558331700007),POINT (29.13953 40.92457),2026.865112272827,POINT (29.13953 40.92457)
7061,POINT (29.12400894000007 40.93558331700007),POINT (29.15874 40.91422),4374.947364557397,POINT (29.15874 40.91422)
7062,POINT (28.9868253 41.0523695),POINT (28.98739 41.05525),287.600620423985,POINT (28.98739 41.05525)
7063,POINT (28.9868253 41.0523695),POINT (28.98937 41.0558),437.38603250544696,POINT (28.98937 41.0558)
7064,POINT (28.9821093 41.0412067),POINT (28.98276 41.03747),371.23441499853686,POINT (28.98276 41.03747)
7065,POINT (29.08519469200007 40.95789641000005),POINT (29.08585 40.96277),480.01283011957776,POINT (29.08585 40.96277)
7066,POINT (29.1307821 40.9830495),POINT (29.1362 40.99909),1672.481989596631,POINT (29.1362 40.99909)
7067,POINT (29.01217945 41.0053215),POINT (29.01568 41.01161),725.1821062495756,POINT (29.01568 41.01161)
7068,POINT (29.01217945 41.0053215),POINT (29.01568 41.01161),725.1821062495756,POINT (29.01568 41.01161)
7069,POINT (29.01217945 41.0053215),POINT (29.01568 41.01161),725.1821062495756,POINT (29.01568 41.01161)
7070,POINT (28.9821093 41.0412067),POINT (28.98329 41.0354),580.8268123257695,POINT (28.98329 41.0354)
7071,POINT (28.99561331400002 41.05553430600003),POINT (28.9936 41.05881),389.46253990496433,POINT (28.9936 41.05881)
7072,POINT (28.6558715 41.0035576),POINT (28.68998 41.00172),3784.5229595524775,POINT (28.68998 41.00172)
7073,POINT (28.9796001 41.03029625),POINT (28.98272 41.03461),544.3468320223259,POINT (28.98272 41.03461)
7074,POINT (28.997029 41.067248),POINT (28.99624 41.06854000000001),153.2872505071205,POINT (28.99624 41.06854000000001)
7075,POINT (29.05480284200007 41.16968134000007),POINT (29.03168 41.14258),3679.1090516824847,POINT (29.03168 41.14258)
7076,POINT (28.914185 41.02008720000001),POINT (28.91046 41.01581),586.8885032484425,POINT (28.91046 41.01581)
7077,POINT (29.0004588 41.0487174),POINT (29.01219 41.04676),1314.150115037586,POINT (29.01219 41.04676)
7078,POINT (28.9459883 41.0693131),POINT (28.94928 41.05619),1330.348477499696,POINT (28.94928 41.05619)
7079,POINT (28.9839321 41.0685933),POINT (28.9791 41.08169),1384.1659880413756,POINT (28.9791 41.08169)
7080,POINT (29.12400894000007 40.93558331700007),POINT (29.15623 40.91168),4261.9763742004325,POINT (29.15623 40.91168)
7081,POINT (29.12400894000007 40.93558331700007),POINT (29.15731 40.9142),4237.115821849592,POINT (29.15731 40.9142)
7082,POINT (29.0381205 40.9852841),POINT (29.02741 40.98765),1209.2751423288125,POINT (29.02741 40.98765)
7083,POINT (28.99561331400002 41.05553430600003),POINT (28.99224 41.05683),394.6264702101637,POINT (28.99224 41.05683)
7084,POINT (29.0381205 40.9852841),POINT (29.02496 40.99481),1728.7889511208957,POINT (29.02496 40.99481)
7085,POINT (28.9796001 41.03029625),POINT (28.98358 41.03395),566.8993840899382,POINT (28.98358 41.03395)
7086,POINT (28.9796001 41.03029625),POINT (28.9837 41.03425),595.7865696962538,POINT (28.9837 41.03425)
7087,POINT (28.9796001 41.03029625),POINT (28.9835 41.03472),610.4946665102711,POINT (28.9835 41.03472)
7088,POINT (28.9780884 41.0317305),POINT (28.97182 41.0349),760.3390405886544,POINT (28.97182 41.0349)
7089,POINT (28.9796001 41.03029625),POINT (28.98276 41.03456),543.4388774903416,POINT (28.98276 41.03456)
7090,POINT (28.9796001 41.03029625),POINT (28.98357 41.0345),601.2020068188916,POINT (28.98357 41.0345)
7091,POINT (28.9796001 41.03029625),POINT (28.98335 41.03453),585.6490938314723,POINT (28.98335 41.03453)
7092,POINT (28.9821093 41.0412067),POINT (28.98312 41.04337),238.73817525389924,POINT (28.98312 41.04337)
7093,POINT (28.9821093 41.0412067),POINT (28.98083 41.04165),148.22739299627227,POINT (28.98083 41.04165)
7094,POINT (28.9821093 41.0412067),POINT (28.98182000000001 41.04321),197.84883834482187,POINT (28.98182000000001 41.04321)
7095,POINT (28.9821093 41.0412067),POINT (28.98181 41.04268),147.36399004534718,POINT (28.98181 41.04268)
7096,POINT (28.9821093 41.0412067),POINT (28.98248 41.04156),53.60609680156913,POINT (28.98248 41.04156)
7097,POINT (28.8366952 41.04950789999999),POINT (28.8411 41.06024),1155.5349967391937,POINT (28.8411 41.06024)
7098,POINT (28.656984 41.013361),POINT (28.68173 41.01717),2767.7638902280014,POINT (28.68173 41.01717)
7099,POINT (28.6558715 41.0035576),POINT (28.6919 41.00268),3993.974448846823,POINT (28.6919 41.00268)
7100,POINT (28.7214144 40.9813361),POINT (28.69254 41.00163),3764.742920739569,POINT (28.69254 41.00163)
7101,POINT (28.656984 41.013361),POINT (28.67077 41.02525),1919.6759569472745,POINT (28.67077 41.02525)
7102,POINT (28.9780884 41.0317305),POINT (28.97233 41.03257),643.4574295740634,POINT (28.97233 41.03257)
7103,POINT (28.9780884 41.0317305),POINT (28.97677 41.03678),513.3607545203556,POINT (28.97677 41.03678)
7104,POINT (28.6530678 41.0100586),POINT (28.65576 41.0099),298.77933345445587,POINT (28.65576 41.0099)
7105,POINT (28.9780884 41.0317305),POINT (28.97508 41.03555),499.7516426923506,POINT (28.97508 41.03555)
7106,POINT (28.9821093 41.0412067),POINT (28.98219000000001 41.04537),405.83566105033475,POINT (28.98219000000001 41.04537)
7107,POINT (28.99561331400002 41.05553430600003),POINT (28.99353 41.05883),395.53995213552,POINT (28.99353 41.05883)
